barangay,year,month,rainfall_mm,temp_mean_c,humidity_mean_pct,days
Dila,2025,8,323.2,27.29,81.91,31
Dila,2025,9,290.4,26.73,85.26,30
Dila,2025,10,254.2,27.12,83.51,31
Dila,2025,11,208.0,26.97,83.63,30
Dila,2025,12,69.9,26.31,81.87,31
Dita,2020,1,61.8,25.71,78.69,31
Dita,2020,2,46.4,25.31,73.73,29
Dita,2020,3,14.2,27.32,72.14,31
Dita,2020,4,20.6,28.37,71.47,30
Dita,2020,5,259.1,28.9,78.69,31
Dita,2020,6,206.5,28.18,80.67,30
Dita,2020,7,271.9,27.63,83.22,31
Dita,2020,8,259.5,27.06,85.97,31
Dita,2020,9,172.7,27.44,85.12,30
Dita,2020,10,488.6,26.58,88.02,31
Dita,2020,11,369.0,26.48,83.91,30
Dita,2020,12,327.8,26.11,85.74,31
Dita,2021,1,108.6,25.1,81.75,31
Dita,2021,2,91.9,25.17,80.92,28
Dita,2021,3,63.2,26.72,78.69,31
Dita,2021,4,22.2,27.88,70.63,30
Dita,2021,5,79.8,28.81,75.02,31
Dita,2021,6,231.7,27.93,81.25,30
Dita,2021,7,282.0,27.46,83.44,31
Dita,2021,8,182.8,27.33,83.78,31
Dita,2021,9,360.0,26.94,86.7,30
Dita,2021,10,204.0,26.89,84.03,31
Dita,2021,11,46.7,27.51,77.47,30
Dita,2021,12,80.0,25.93,76.43,31
Dita,2022,1,33.1,25.92,72.65,31
Dita,2022,2,21.8,26.26,74.93,28
Dita,2022,3,24.7,27.74,72.74,31
Dita,2022,4,59.5,27.63,74.3,30
Dita,2022,5,215.1,28.03,78.5,31
Dita,2022,6,265.8,27.65,81.8,30
Dita,2022,7,299.2,27.04,86.57,31
Dita,2022,8,369.6,26.56,87.31,31
Dita,2022,9,274.8,26.65,86.0,30
Dita,2022,10,438.8,27.01,83.49,31
Dita,2022,11,77.0,26.83,83.37,30
Dita,2022,12,120.2,25.75,81.53,31
Dita,2023,1,106.7,25.15,80.29,31
Dita,2023,2,72.6,25.93,74.66,28
Dita,2023,3,7.5,26.7,68.63,31
Dita,2023,4,130.6,27.74,75.01,30
Dita,2023,5,118.9,28.55,76.79,31
Dita,2023,6,222.7,27.89,80.82,30
Dita,2023,7,338.5,27.94,81.31,31
Dita,2023,8,96.5,28.09,80.29,31
Dita,2023,9,344.9,27.63,83.28,30
Dita,2023,10,169.9,27.55,81.88,31
Dita,2023,11,85.3,27.14,81.44,30
Dita,2023,12,38.3,26.63,82.48,31
Dita,2024,1,6.8,25.53,79.17,31
Dita,2024,2,10.2,25.84,79.08,29
Dita,2024,3,25.7,26.37,79.74,31
Dita,2024,4,12.0,28.42,77.15,30
Dita,2024,5,252.1,28.97,78.57,31
Dita,2024,6,337.7,28.37,81.73,30
Dita,2024,7,445.0,27.43,83.7,31
Dita,2024,8,275.9,27.86,82.99,31
Dita,2024,9,307.0,27.6,83.88,30
Dita,2024,10,308.7,27.49,82.46,31
Dita,2024,11,62.4,27.47,81.65,30
Dita,2024,12,189.7,26.18,84.76,31
Dita,2025,1,51.9,25.58,82.79,31
Dita,2025,2,89.6,25.66,82.35,28
Dita,2025,3,48.5,26.57,80.81,31
Dita,2025,4,22.0,28.59,76.27,30
Dita,2025,5,167.5,28.55,78.18,31
Dita,2025,6,369.0,27.55,83.04,30
Dita,2025,7,368.5,27.39,82.78,31
Dita,2025,8,323.2,27.29,81.91,31
Dita,2025,9,290.4,26.73,85.26,30
Dita,2025,10,254.2,27.12,83.51,31
Dita,2025,11,208.0,26.97,83.63,30
Dita,2025,12,69.9,26.31,81.87,31
Gulod,2020,1,61.8,26.07,78.75,31
Gulod,2020,2,46.4,25.68,73.79,29
Gulod,2020,3,14.2,27.68,72.22,31
Gulod,2020,4,20.6,28.75,71.53,30
Gulod,2020,5,259.1,29.27,78.73,31
Gulod,2020,6,206.5,28.55,80.72,30
Gulod,2020,7,271.9,27.98,83.27,31
Gulod,2020,8,259.5,27.42,86.01,31
Gulod,2020,9,172.7,27.81,85.16,30
Gulod,2020,10,488.6,26.96,88.06,31
Gulod,2020,11,369.0,26.85,83.95,30
Gulod,2020,12,327.8,26.47,85.79,31
Gulod,2021,1,108.6,25.44,81.79,31
Gulod,2021,2,91.9,25.52,80.96,28
Gulod,2021,3,63.2,27.1,78.74,31
Gulod,2021,4,22.2,28.26,70.7,30
Gulod,2021,5,79.8,29.17,75.08,31
Gulod,2021,6,231.7,28.29,81.32,30
Gulod,2021,7,282.0,27.82,83.5,31
Gulod,2021,8,182.8,27.69,83.83,31
Gulod,2021,9,360.0,27.31,86.73,30
Gulod,2021,10,204.0,27.25,84.08,31
Gulod,2021,11,46.7,27.88,77.52,30
Gulod,2021,12,80.0,26.29,76.48,31
Gulod,2022,1,33.1,26.29,72.7,31
Gulod,2022,2,21.8,26.62,75.0,28
Gulod,2022,3,24.7,28.11,72.79,31
Gulod,2022,4,59.5,27.98,74.36,30
Gulod,2022,5,215.1,28.4,78.56,31
Gulod,2022,6,265.8,28.03,81.84,30
Gulod,2022,7,299.2,27.41,86.6,31
Gulod,2022,8,369.6,26.94,87.34,31
Gulod,2022,9,274.8,27.01,86.04,30
Gulod,2022,10,438.8,27.4,83.52,31
Gulod,2022,11,77.0,27.19,83.41,30
Gulod,2022,12,120.2,26.12,81.56,31
Gulod,2023,1,106.7,25.52,80.34,31
Gulod,2023,2,72.6,26.29,74.72,28
Gulod,2023,3,7.5,27.04,68.68,31
Gulod,2023,4,130.6,28.1,75.08,30
Gulod,2023,5,118.9,28.92,76.85,31
Gulod,2023,6,222.7,28.26,80.86,30
Gulod,2023,7,338.5,28.3,81.35,31
Gulod,2023,8,96.5,28.45,80.36,31
Gulod,2023,9,344.9,27.99,83.33,30
Gulod,2023,10,169.9,27.91,81.92,31
Gulod,2023,11,85.3,27.51,81.48,30
Gulod,2023,12,38.3,27.0,82.51,31
Gulod,2024,1,6.8,25.88,79.21,31
Gulod,2024,2,10.2,26.21,79.12,29
Gulod,2024,3,25.7,26.74,79.8,31
Gulod,2024,4,12.0,28.77,77.19,30
Gulod,2024,5,252.1,29.34,78.62,31
Gulod,2024,6,337.7,28.73,81.76,30
Gulod,2024,7,445.0,27.79,83.77,31
Gulod,2024,8,275.9,28.21,83.02,31
Gulod,2024,9,307.0,27.96,83.93,30
Gulod,2024,10,308.7,27.86,82.52,31
Gulod,2024,11,62.4,27.84,81.69,30
Gulod,2024,12,189.7,26.54,84.79,31
Gulod,2025,1,51.9,25.95,82.82,31
Gulod,2025,2,89.6,26.02,82.39,28
Gulod,2025,3,48.5,26.93,80.85,31
Gulod,2025,4,22.0,28.95,76.32,30
Gulod,2025,5,167.5,28.91,78.25,31
Gulod,2025,6,369.0,27.92,83.1,30
Gulod,2025,7,368.5,27.74,82.83,31
Gulod,2025,8,323.2,27.66,81.96,31
Gulod,2025,9,290.4,27.09,85.3,30
Gulod,2025,10,254.2,27.49,83.56,31
Gulod,2025,11,208.0,27.33,83.68,30
Gulod,2025,12,69.9,26.66,81.89,31
Labas,2020,1,61.8,25.71,78.69,31
Labas,2020,2,46.4,25.31,73.73,29
Labas,2020,3,14.2,27.32,72.14,31
Labas,2020,4,20.6,28.37,71.47,30
Labas,2020,5,259.1,28.9,78.69,31
Labas,2020,6,206.5,28.18,80.67,30
Labas,2020,7,271.9,27.63,83.22,31
Labas,2020,8,259.5,27.06,85.97,31
Labas,2020,9,172.7,27.44,85.12,30
Labas,2020,10,488.6,26.58,88.02,31
Labas,2020,11,369.0,26.48,83.91,30
Labas,2020,12,327.8,26.11,85.74,31
Labas,2021,1,108.6,25.1,81.75,31
Labas,2021,2,91.9,25.17,80.92,28
Labas,2021,3,63.2,26.72,78.69,31
Labas,2021,4,22.2,27.88,70.63,30
Labas,2021,5,79.8,28.81,75.02,31
Labas,2021,6,231.7,27.93,81.25,30
Labas,2021,7,282.0,27.46,83.44,31
Labas,2021,8,182.8,27.33,83.78,31
Labas,2021,9,360.0,26.94,86.7,30
Labas,2021,10,204.0,26.89,84.03,31
Labas,2021,11,46.7,27.51,77.47,30
Labas,2021,12,80.0,25.93,76.43,31
Labas,2022,1,33.1,25.92,72.65,31
Labas,2022,2,21.8,26.26,74.93,28
Labas,2022,3,24.7,27.74,72.74,31
Labas,2022,4,59.5,27.63,74.3,30
Labas,2022,5,215.1,28.03,78.5,31
Labas,2022,6,265.8,27.65,81.8,30
Labas,2022,7,299.2,27.04,86.57,31
Labas,2022,8,369.6,26.56,87.31,31
Labas,2022,9,274.8,26.65,86.0,30
Labas,2022,10,438.8,27.01,83.49,31
Labas,2022,11,77.0,26.83,83.37,30
Labas,2022,12,120.2,25.75,81.53,31
Labas,2023,1,106.7,25.15,80.29,31
Labas,2023,2,72.6,25.93,74.66,28
Labas,2023,3,7.5,26.7,68.63,31
Labas,2023,4,130.6,27.74,75.01,30
Labas,2023,5,118.9,28.55,76.79,31
Labas,2023,6,222.7,27.89,80.82,30
Labas,2023,7,338.5,27.94,81.31,31
Labas,2023,8,96.5,28.09,80.29,31
Labas,2023,9,344.9,27.63,83.28,30
Labas,2023,10,169.9,27.55,81.88,31
Labas,2023,11,85.3,27.14,81.44,30
Labas,2023,12,38.3,26.63,82.48,31
Labas,2024,1,6.8,25.53,79.17,31
Labas,2024,2,10.2,25.84,79.08,29
Labas,2024,3,25.7,26.37,79.74,31
Labas,2024,4,12.0,28.42,77.15,30
Labas,2024,5,252.1,28.97,78.57,31
Labas,2024,6,337.7,28.37,81.73,30
Labas,2024,7,445.0,27.43,83.7,31
Labas,2024,8,275.9,27.86,82.99,31
Labas,2024,9,307.0,27.6,83.88,30
Labas,2024,10,308.7,27.49,82.46,31
Labas,2024,11,62.4,27.47,81.65,30
Labas,2024,12,189.7,26.18,84.76,31
Labas,2025,1,51.9,25.58,82.79,31
Labas,2025,2,89.6,25.66,82.35,28
Labas,2025,3,48.5,26.57,80.81,31
Labas,2025,4,22.0,28.59,76.27,30
Labas,2025,5,167.5,28.55,78.18,31
Labas,2025,6,369.0,27.55,83.04,30
Labas,2025,7,368.5,27.39,82.78,31
Labas,2025,8,323.2,27.29,81.91,31
Labas,2025,9,290.4,26.73,85.26,30
Labas,2025,10,254.2,27.12,83.51,31
Labas,2025,11,208.0,26.97,83.63,30
Labas,2025,12,69.9,26.31,81.87,31
Macabling,2020,1,46.4,25.32,79.43,31
Macabling,2020,2,32.5,24.98,74.08,29
Macabling,2020,3,9.7,27.15,72.36,31
Macabling,2020,4,20.3,28.24,71.51,30
Macabling,2020,5,286.8,28.68,78.5,31
Macabling,2020,6,242.9,27.68,82.63,30
Macabling,2020,7,337.4,27.06,85.37,31
Macabling,2020,8,306.8,26.53,87.42,31
Macabling,2020,9,237.9,26.87,87.05,30
Macabling,2020,10,484.0,26.05,89.98,31
Macabling,2020,11,423.3,25.94,85.72,30
Macabling,2020,12,345.5,25.65,87.07,31
Macabling,2021,1,132.8,24.65,82.81,31
Macabling,2021,2,68.2,24.76,81.88,28
Macabling,2021,3,56.8,26.33,80.0,31
Macabling,2021,4,16.8,27.65,71.36,30
Macabling,2021,5,80.9,28.73,75.01,31
Macabling,2021,6,269.4,27.46,82.7,30
Macabling,2021,7,273.5,26.94,85.3,31
Macabling,2021,8,250.0,26.91,85.03,31
Macabling,2021,9,446.1,26.45,88.34,30
Macabling,2021,10,234.3,26.31,86.36,31
Macabling,2021,11,64.5,26.93,80.16,30
Macabling,2021,12,78.5,25.55,77.37,31
Macabling,2022,1,32.3,25.52,73.91,31
Macabling,2022,2,28.8,26.04,75.32,28
Macabling,2022,3,32.6,27.61,72.64,31
Macabling,2022,4,64.0,27.42,74.63,30
Macabling,2022,5,289.1,27.85,78.12,31
Macabling,2022,6,324.6,27.24,82.54,30
Macabling,2022,7,376.5,26.6,87.33,31
Macabling,2022,8,528.4,26.05,88.39,31
Macabling,2022,9,357.0,26.15,87.11,30
Macabling,2022,10,485.2,26.4,85.97,31
Macabling,2022,11,113.6,26.3,85.33,30
Macabling,2022,12,99.8,25.32,82.81,31
Macabling,2023,1,114.5,24.79,81.23,31
Macabling,2023,2,70.9,25.6,75.21,28
Macabling,2023,3,11.6,26.46,69.12,31
Macabling,2023,4,134.2,27.51,75.06,30
Macabling,2023,5,127.0,28.3,76.99,31
Macabling,2023,6,284.7,27.39,82.66,30
Macabling,2023,7,314.1,27.34,83.05,31
Macabling,2023,8,77.0,27.73,79.25,31
Macabling,2023,9,294.1,26.96,85.85,30
Macabling,2023,10,148.2,27.0,82.98,31
Macabling,2023,11,85.2,27.1,78.81,30
Macabling,2023,12,37.5,26.71,78.92,31
Macabling,2024,1,10.6,25.82,73.39,31
Macabling,2024,2,10.1,26.22,72.95,29
Macabling,2024,3,24.1,26.86,73.04,31
Macabling,2024,4,11.8,29.14,69.37,30
Macabling,2024,5,225.4,29.3,74.17,31
Macabling,2024,6,348.6,27.71,85.13,30
Macabling,2024,7,474.7,26.65,87.47,31
Macabling,2024,8,239.8,27.08,85.91,31
Macabling,2024,9,290.4,26.83,86.58,30
Macabling,2024,10,349.0,26.68,85.77,31
Macabling,2024,11,80.8,27.33,79.66,30
Macabling,2024,12,171.3,25.77,85.29,31
Macabling,2025,1,50.6,25.41,81.11,31
Macabling,2025,2,89.2,25.65,79.39,28
Macabling,2025,3,58.4,26.95,74.67,31
Macabling,2025,4,15.7,29.36,67.98,30
Macabling,2025,5,145.2,28.59,75.46,31
Macabling,2025,6,346.7,26.84,86.3,30
Macabling,2025,7,370.6,26.62,85.08,31
Macabling,2025,8,295.5,26.61,83.89,31
Macabling,2025,9,341.4,25.92,88.9,30
Macabling,2025,10,238.1,26.44,86.65,31
Macabling,2025,11,219.9,26.5,84.46,30
Macabling,2025,12,64.5,26.24,79.33,31
Malitlit,2020,1,61.3,24.8,83.05,31
Malitlit,2020,2,49.3,24.44,78.01,29
Malitlit,2020,3,14.4,26.69,75.62,31
Malitlit,2020,4,28.9,27.84,74.46,30
Malitlit,2020,5,239.6,28.4,80.35,31
Malitlit,2020,6,263.1,27.31,84.76,30
Malitlit,2020,7,333.0,26.76,86.94,31
Malitlit,2020,8,313.8,26.33,88.07,31
Malitlit,2020,9,235.6,26.66,87.68,30
Malitlit,2020,10,550.6,25.79,90.87,31
Malitlit,2020,11,428.7,25.57,87.64,30
Malitlit,2020,12,368.9,25.25,89.1,31
Malitlit,2021,1,113.8,24.2,85.41,31
Malitlit,2021,2,76.6,24.31,84.6,28
Malitlit,2021,3,76.3,25.8,83.45,31
Malitlit,2021,4,16.6,27.11,74.34,30
Malitlit,2021,5,106.8,28.24,78.01,31
Malitlit,2021,6,261.1,27.27,83.31,30
Malitlit,2021,7,314.7,26.68,86.49,31
Malitlit,2021,8,248.9,26.56,86.84,31
Malitlit,2021,9,395.8,26.16,89.41,30
Malitlit,2021,10,234.5,25.94,87.93,31
Malitlit,2021,11,64.6,26.37,83.82,30
Malitlit,2021,12,97.0,24.97,81.23,31
Malitlit,2022,1,42.6,24.98,77.6,31
Malitlit,2022,2,41.4,25.54,78.53,28
Malitlit,2022,3,63.6,27.11,75.68,31
Malitlit,2022,4,122.2,26.88,77.67,30
Malitlit,2022,5,238.6,27.51,80.01,31
Malitlit,2022,6,315.0,26.86,84.55,30
Malitlit,2022,7,366.4,26.34,88.42,31
Malitlit,2022,8,439.8,25.88,88.97,31
Malitlit,2022,9,332.9,26.05,87.63,30
Malitlit,2022,10,459.5,26.11,87.21,31
Malitlit,2022,11,94.1,25.9,87.19,30
Malitlit,2022,12,122.2,24.85,85.38,31
Malitlit,2023,1,102.1,24.28,83.93,31
Malitlit,2023,2,62.5,25.05,78.39,28
Malitlit,2023,3,20.4,25.93,72.44,31
Malitlit,2023,4,152.3,27.07,77.46,30
Malitlit,2023,5,145.2,27.77,80.15,31
Malitlit,2023,6,249.6,27.08,84.24,30
Malitlit,2023,7,302.7,26.99,84.94,31
Malitlit,2023,8,76.7,27.56,80.02,31
Malitlit,2023,9,279.8,26.67,87.32,30
Malitlit,2023,10,133.9,26.52,85.87,31
Malitlit,2023,11,85.4,26.39,82.43,30
Malitlit,2023,12,51.6,26.06,82.26,31
Malitlit,2024,1,8.3,25.26,76.12,31
Malitlit,2024,2,14.0,25.79,75.0,29
Malitlit,2024,3,30.1,26.42,75.24,31
Malitlit,2024,4,31.7,28.72,71.78,30
Malitlit,2024,5,246.1,28.86,76.42,31
Malitlit,2024,6,320.8,27.37,86.59,30
Malitlit,2024,7,431.0,26.38,88.57,31
Malitlit,2024,8,253.6,26.87,86.77,31
Malitlit,2024,9,309.2,26.67,86.73,30
Malitlit,2024,10,294.0,26.38,86.74,31
Malitlit,2024,11,81.3,26.84,82.18,30
Malitlit,2024,12,204.4,25.29,87.26,31
Malitlit,2025,1,68.0,24.88,83.75,31
Malitlit,2025,2,136.1,25.14,82.02,28
Malitlit,2025,3,70.3,26.33,77.99,31
Malitlit,2025,4,26.8,28.8,71.23,30
Malitlit,2025,5,131.2,28.18,77.62,31
Malitlit,2025,6,329.7,26.61,87.22,30
Malitlit,2025,7,345.6,26.48,85.62,31
Malitlit,2025,8,320.6,26.3,85.46,31
Malitlit,2025,9,342.4,25.65,89.97,30
Malitlit,2025,10,244.9,25.99,88.75,31
Malitlit,2025,11,208.9,25.95,87.21,30
Malitlit,2025,12,53.2,25.55,83.05,31
Mamatid,2020,1,61.3,25.56,83.13,31
Mamatid,2020,2,49.3,25.19,78.15,29
Mamatid,2020,3,14.4,27.45,75.72,31
Mamatid,2020,4,28.9,28.59,74.6,30
Mamatid,2020,5,239.6,29.13,80.44,31
Mamatid,2020,6,263.1,28.07,84.84,30
Mamatid,2020,7,333.0,27.5,87.03,31
Mamatid,2020,8,313.8,27.1,88.14,31
Mamatid,2020,9,235.6,27.41,87.78,30
Mamatid,2020,10,550.6,26.54,90.92,31
Mamatid,2020,11,428.7,26.32,87.71,30
Mamatid,2020,12,368.9,26.0,89.17,31
Mamatid,2021,1,113.8,24.96,85.5,31
Mamatid,2021,2,76.6,25.07,84.67,28
Mamatid,2021,3,76.3,26.55,83.52,31
Mamatid,2021,4,16.6,27.85,74.46,30
Mamatid,2021,5,106.8,28.98,78.12,31
Mamatid,2021,6,261.1,28.03,83.4,30
Mamatid,2021,7,314.7,27.45,86.57,31
Mamatid,2021,8,248.9,27.3,86.91,31
Mamatid,2021,9,395.8,26.92,89.48,30
Mamatid,2021,10,234.5,26.7,88.0,31
Mamatid,2021,11,64.6,27.11,83.9,30
Mamatid,2021,12,97.0,25.72,81.32,31
Mamatid,2022,1,42.6,25.73,77.72,31
Mamatid,2022,2,41.4,26.3,78.64,28
Mamatid,2022,3,63.6,27.86,75.79,31
Mamatid,2022,4,122.2,27.63,77.75,30
Mamatid,2022,5,238.6,28.26,80.09,31
Mamatid,2022,6,315.0,27.59,84.65,30
Mamatid,2022,7,366.4,27.1,88.48,31
Mamatid,2022,8,439.8,26.63,89.02,31
Mamatid,2022,9,332.9,26.8,87.72,30
Mamatid,2022,10,459.5,26.85,87.27,31
Mamatid,2022,11,94.1,26.64,87.26,30
Mamatid,2022,12,122.2,25.6,85.46,31
Mamatid,2023,1,102.1,25.03,84.02,31
Mamatid,2023,2,62.5,25.79,78.49,28
Mamatid,2023,3,20.4,26.65,72.54,31
Mamatid,2023,4,152.3,27.82,77.58,30
Mamatid,2023,5,145.2,28.54,80.24,31
Mamatid,2023,6,249.6,27.83,84.31,30
Mamatid,2023,7,302.7,27.72,85.03,31
Mamatid,2023,8,76.7,28.3,80.14,31
Mamatid,2023,9,279.8,27.43,87.4,30
Mamatid,2023,10,133.9,27.26,85.95,31
Mamatid,2023,11,85.4,27.13,82.51,30
Mamatid,2023,12,51.6,26.82,82.33,31
Mamatid,2024,1,8.3,26.02,76.24,31
Mamatid,2024,2,14.0,26.54,75.13,29
Mamatid,2024,3,30.1,27.18,75.36,31
Mamatid,2024,4,31.7,29.47,71.9,30
Mamatid,2024,5,246.1,29.62,76.52,31
Mamatid,2024,6,320.8,28.12,86.68,30
Mamatid,2024,7,431.0,27.14,88.63,31
Mamatid,2024,8,253.6,27.65,86.85,31
Mamatid,2024,9,309.2,27.41,86.81,30
Mamatid,2024,10,294.0,27.15,86.83,31
Mamatid,2024,11,81.3,27.58,82.28,30
Mamatid,2024,12,204.4,26.03,87.32,31
Mamatid,2025,1,68.0,25.65,83.81,31
Mamatid,2025,2,136.1,25.9,82.1,28
Mamatid,2025,3,70.3,27.1,78.08,31
Mamatid,2025,4,26.8,29.54,71.34,30
Mamatid,2025,5,131.2,28.93,77.73,31
Mamatid,2025,6,329.7,27.35,87.29,30
Mamatid,2025,7,345.6,27.23,85.69,31
Mamatid,2025,8,320.6,27.04,85.54,31
Mamatid,2025,9,342.4,26.41,90.03,30
Mamatid,2025,10,244.9,26.75,88.8,31
Mamatid,2025,11,208.9,26.7,87.29,30
Mamatid,2025,12,53.2,26.31,83.13,31
Marinig,2020,1,61.8,25.71,78.69,31
Marinig,2020,2,46.4,25.31,73.73,29
Marinig,2020,3,14.2,27.32,72.14,31
Marinig,2020,4,20.6,28.37,71.47,30
Marinig,2020,5,259.1,28.9,78.69,31
Marinig,2020,6,206.5,28.18,80.67,30
Marinig,2020,7,271.9,27.63,83.22,31
Marinig,2020,8,259.5,27.06,85.97,31
Marinig,2020,9,172.7,27.44,85.12,30
Marinig,2020,10,488.6,26.58,88.02,31
Marinig,2020,11,369.0,26.48,83.91,30
Marinig,2020,12,327.8,26.11,85.74,31
Marinig,2021,1,108.6,25.1,81.75,31
Marinig,2021,2,91.9,25.17,80.92,28
Marinig,2021,3,63.2,26.72,78.69,31
Marinig,2021,4,22.2,27.88,70.63,30
Marinig,2021,5,79.8,28.81,75.02,31
Marinig,2021,6,231.7,27.93,81.25,30
Marinig,2021,7,282.0,27.46,83.44,31
Marinig,2021,8,182.8,27.33,83.78,31
Marinig,2021,9,360.0,26.94,86.7,30
Marinig,2021,10,204.0,26.89,84.03,31
Marinig,2021,11,46.7,27.51,77.47,30
Marinig,2021,12,80.0,25.93,76.43,31
Marinig,2022,1,33.1,25.92,72.65,31
Marinig,2022,2,21.8,26.26,74.93,28
Marinig,2022,3,24.7,27.74,72.74,31
Marinig,2022,4,59.5,27.63,74.3,30
Marinig,2022,5,215.1,28.03,78.5,31
Marinig,2022,6,265.8,27.65,81.8,30
Marinig,2022,7,299.2,27.04,86.57,31
Marinig,2022,8,369.6,26.56,87.31,31
Marinig,2022,9,274.8,26.65,86.0,30
Marinig,2022,10,438.8,27.01,83.49,31
Marinig,2022,11,77.0,26.83,83.37,30
Marinig,2022,12,120.2,25.75,81.53,31
Marinig,2023,1,106.7,25.15,80.29,31
Marinig,2023,2,72.6,25.93,74.66,28
Marinig,2023,3,7.5,26.7,68.63,31
Marinig,2023,4,130.6,27.74,75.01,30
Marinig,2023,5,118.9,28.55,76.79,31
Marinig,2023,6,222.7,27.89,80.82,30
Marinig,2023,7,338.5,27.94,81.31,31
Marinig,2023,8,96.5,28.09,80.29,31
Marinig,2023,9,344.9,27.63,83.28,30
Marinig,2023,10,169.9,27.55,81.88,31
Marinig,2023,11,85.3,27.14,81.44,30
Marinig,2023,12,38.3,26.63,82.48,31
Marinig,2024,1,6.8,25.53,79.17,31
Marinig,2024,2,10.2,25.84,79.08,29
Marinig,2024,3,25.7,26.37,79.74,31
Marinig,2024,4,12.0,28.42,77.15,30
Marinig,2024,5,252.1,28.97,78.57,31
Marinig,2024,6,337.7,28.37,81.73,30
Marinig,2024,7,445.0,27.43,83.7,31
Marinig,2024,8,275.9,27.86,82.99,31
Marinig,2024,9,307.0,27.6,83.88,30
Marinig,2024,10,308.7,27.49,82.46,31
Marinig,2024,11,62.4,27.47,81.65,30
Marinig,2024,12,189.7,26.18,84.76,31
Marinig,2025,1,51.9,25.58,82.79,31
Marinig,2025,2,89.6,25.66,82.35,28
Marinig,2025,3,48.5,26.57,80.81,31
Marinig,2025,4,22.0,28.59,76.27,30
Marinig,2025,5,167.5,28.55,78.18,31
Marinig,2025,6,369.0,27.55,83.04,30
Marinig,2025,7,368.5,27.39,82.78,31
Marinig,2025,8,323.2,27.29,81.91,31
Marinig,2025,9,290.4,26.73,85.26,30
Marinig,2025,10,254.2,27.12,83.51,31
Marinig,2025,11,208.0,26.97,83.63,30
Marinig,2025,12,69.9,26.31,81.87,31
Niugan,2020,1,61.8,26.01,78.74,31
Niugan,2020,2,46.4,25.62,73.78,29
Niugan,2020,3,14.2,27.62,72.21,31
Niugan,2020,4,20.6,28.68,71.52,30
Niugan,2020,5,259.1,29.21,78.73,31
Niugan,2020,6,206.5,28.49,80.72,30
Niugan,2020,7,271.9,27.93,83.26,31
Niugan,2020,8,259.5,27.37,86.01,31
Niugan,2020,9,172.7,27.74,85.15,30
Niugan,2020,10,488.6,26.89,88.05,31
Niugan,2020,11,369.0,26.79,83.95,30
Niugan,2020,12,327.8,26.42,85.78,31
Niugan,2021,1,108.6,25.4,81.79,31
Niugan,2021,2,91.9,25.48,80.95,28
Niugan,2021,3,63.2,27.03,78.73,31
Niugan,2021,4,22.2,28.19,70.69,30
Niugan,2021,5,79.8,29.11,75.08,31
Niugan,2021,6,231.7,28.24,81.3,30
Niugan,2021,7,282.0,27.76,83.49,31
Niugan,2021,8,182.8,27.64,83.83,31
Niugan,2021,9,360.0,27.24,86.73,30
Niugan,2021,10,204.0,27.19,84.07,31
Niugan,2021,11,46.7,27.81,77.51,30
Niugan,2021,12,80.0,26.24,76.47,31
Niugan,2022,1,33.1,26.22,72.69,31
Niugan,2022,2,21.8,26.56,74.99,28
Niugan,2022,3,24.7,28.05,72.78,31
Niugan,2022,4,59.5,27.93,74.35,30
Niugan,2022,5,215.1,28.33,78.55,31
Niugan,2022,6,265.8,27.96,81.83,30
Niugan,2022,7,299.2,27.35,86.59,31
Niugan,2022,8,369.6,26.87,87.33,31
Niugan,2022,9,274.8,26.95,86.03,30
Niugan,2022,10,438.8,27.32,83.52,31
Niugan,2022,11,77.0,27.13,83.4,30
Niugan,2022,12,120.2,26.05,81.55,31
Niugan,2023,1,106.7,25.45,80.33,31
Niugan,2023,2,72.6,26.23,74.71,28
Niugan,2023,3,7.5,27.0,68.66,31
Niugan,2023,4,130.6,28.04,75.06,30
Niugan,2023,5,118.9,28.85,76.84,31
Niugan,2023,6,222.7,28.2,80.85,30
Niugan,2023,7,338.5,28.25,81.35,31
Niugan,2023,8,96.5,28.39,80.35,31
Niugan,2023,9,344.9,27.93,83.33,30
Niugan,2023,10,169.9,27.85,81.92,31
Niugan,2023,11,85.3,27.45,81.48,30
Niugan,2023,12,38.3,26.94,82.51,31
Niugan,2024,1,6.8,25.84,79.2,31
Niugan,2024,2,10.2,26.14,79.11,29
Niugan,2024,3,25.7,26.68,79.79,31
Niugan,2024,4,12.0,28.73,77.19,30
Niugan,2024,5,252.1,29.27,78.62,31
Niugan,2024,6,337.7,28.67,81.76,30
Niugan,2024,7,445.0,27.73,83.76,31
Niugan,2024,8,275.9,28.16,83.02,31
Niugan,2024,9,307.0,27.91,83.92,30
Niugan,2024,10,308.7,27.8,82.51,31
Niugan,2024,11,62.4,27.77,81.68,30
Niugan,2024,12,189.7,26.48,84.79,31
Niugan,2025,1,51.9,25.88,82.82,31
Niugan,2025,2,89.6,25.97,82.39,28
Niugan,2025,3,48.5,26.88,80.84,31
Niugan,2025,4,22.0,28.9,76.32,30
Niugan,2025,5,167.5,28.86,78.24,31
Niugan,2025,6,369.0,27.85,83.1,30
Niugan,2025,7,368.5,27.69,82.83,31
Niugan,2025,8,323.2,27.6,81.95,31
Niugan,2025,9,290.4,27.03,85.29,30
Niugan,2025,10,254.2,27.43,83.55,31
Niugan,2025,11,208.0,27.27,83.67,30
Niugan,2025,12,69.9,26.61,81.89,31
Pooc,2020,1,61.8,25.71,78.69,31
