municipality,barangay,year,season,rain_m1,rain_m2,rain_m3,rain_m4,rain_m5,rain_m6,temp_m1,temp_m2,temp_m3,temp_m4,temp_m5,temp_m6,humid_m1,humid_m2,humid_m3,humid_m4,humid_m5,humid_m6,ndvi_m1,ndvi_m2,ndvi_m3,ndvi_m4,ndvi_m5,ndvi_m6,evi_m1,evi_m2,evi_m3,evi_m4,evi_m5,evi_m6,ndwi_m1,ndwi_m2,ndwi_m3,ndwi_m4,ndwi_m5,ndwi_m6,vv_m1,vv_m2,vv_m3,vv_m4,vv_m5,vv_m6,vh_m1,vh_m2,vh_m3,vh_m4,vh_m5,vh_m6,ndvi_present,s1_present,yield_mt_ha
City of Santa Rosa,Dita,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.41813256642519087,0.4935966188933923,0.4924475635007939,0.4505359779592366,0.5097233081045314,,0.40363198104088294,0.3754755667685822,0.3673982564695898,0.32942102523805045,0.3950143449307461,,-0.3860993222268388,-0.4668859502739943,-0.4768543498192885,-0.4531151568228992,-0.4766840402835151,-4.936687500442448,-3.94255635010025,-4.507036387392563,-4.092591310999716,-4.840373209448861,-3.709601799092609,-11.839395321024986,-10.986848698310736,-11.496947317501741,-10.913904045952599,-11.699573430866351,-10.627972487338432,5,6,3.965
City of Santa Rosa,Dita,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,0.5956449934572299,0.4722578473509203,0.4410717063806042,0.3098104768392186,0.3792104582189825,,0.42648910632239717,0.36331150850287947,0.3305707220706238,0.25906808907571033,0.28273004005627683,,-0.5187073237689909,-0.4511579599781201,-0.44414922375869526,-0.30783749421167644,-0.3937992282578736,,-4.2395531750387185,-4.776318660328161,-4.805246166101596,-6.0692479500942795,-4.554771767804584,-3.9647051167392737,-11.300981162784774,-11.523074455029853,-11.681831998009294,-13.078232092559578,-11.45297078141595,-11.25461680644175,5,6,4.522
City of Santa Rosa,Dita,2025,Wet,368.5,323.2,290.4,254.2,208.0,69.9,27.39,27.29,26.73,27.12,26.97,26.31,82.78,81.91,85.26,83.51,83.63,81.87,,0.4809978005778479,,,0.4922162795756721,,,0.3705371471851534,,,0.32916835188261345,,,-0.45616963132216204,,,-0.4739384546859574,,-5.037260051254411,-4.167945731153274,-4.295747914615059,-4.319876122738359,-4.897371127439188,,-11.70312726215731,-11.290843957672369,-11.279278703473597,-11.473785856811235,-11.750136095749781,,2,5,4.5
City of Santa Rosa,Labas,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.37661392014518563,0.3849814690333049,0.013490201847162098,0.28970881601451043,0.31888062206220225,0.3251428628978106,0.2739769380617003,0.2680139907474581,0.01753536384785548,0.2747369263141243,0.24656251096539655,0.3793017783153296,-0.37336880153606183,-0.40191425132029934,-0.0010743392631411552,-0.3072510456746896,-0.34445808963882324,-0.2882557304897914,-3.869976506027594,-3.3427058935680507,-4.180154628893432,-4.131890568268963,-4.335098432627478,-4.158955109040581,-10.941371030487312,-10.57849326228968,-11.178077959159161,-11.034783516160399,-11.2451613823824,-11.09964571537249,6,6,5.217
City of Santa Rosa,Labas,2021,Wet,282.0,182.8,360.0,204.0,46.7,80.0,27.46,27.33,26.94,26.89,27.51,25.93,83.44,83.78,86.7,84.03,77.47,76.43,,0.17261082844601736,0.397951188759864,0.4088801541882886,-0.03415095441353818,0.3930273605891384,,0.13398797671672785,0.2869632447481314,0.29589318540092996,-0.712505205689619,0.26211033628334174,,-0.1528639841983224,-0.40111298165545367,-0.41472241616381395,0.06350342432657878,-0.40713982507367946,-3.160845715308583,-4.601796065680078,-3.5131302911855724,-4.590316465059663,-3.8214866307796016,-4.6359872146918475,-10.571530254742324,-9.81724885287534,-10.892610389255333,-9.749222261792712,-11.210088649965497,-9.889775431933367,5,6,5.161
City of Santa Rosa,Labas,2022,Dry,33.1,21.8,24.7,59.5,215.1,265.8,25.92,26.26,27.74,27.63,28.03,27.65,72.65,74.93,72.74,74.3,78.5,81.8,0.3161787658367758,0.3528819961757754,0.3531441498061618,0.2623133294830991,0.3673029454298729,,0.21372467275769538,0.24634974016063085,0.253568123825086,0.24150457826908667,0.27682876886324115,,-0.3161020762143294,-0.36538840437210346,-0.37679756189980085,-0.23540443890195323,-0.37443433787641534,,-4.712146765009,-4.625988202990153,-4.772311015774388,-4.525566865153614,-3.9230696653107717,-3.9565051841265126,-9.829401073487718,-9.732089368448401,-9.754966325116314,-9.731397100331833,-9.4454427298913,-9.522545406122582,5,6,5.23
City of Santa Rosa,Labas,2022,Wet,299.2,369.6,274.8,438.8,77.0,120.2,27.04,26.56,26.65,27.01,26.83,25.75,86.57,87.31,86.0,83.49,83.37,81.53,0.39902550163272504,0.3802815509467302,0.370871386008314,,0.3458003032756947,0.3911760543042366,0.28650411423124406,0.2845279473269529,0.29853793202018536,,0.23129701130043034,0.2707015928842248,-0.4014958541281618,-0.3717041428835024,-0.36652313315204726,,-0.34102403744979654,-0.3959990558255773,-3.883007448509258,-4.488711003176101,-3.8012906253435914,-3.508841548918187,-3.3488865895156152,-4.46146895733586,-9.291008447751343,-9.637638069271404,-9.212571112811455,-9.0877194009652,-8.977615947303573,-9.646049617393706,5,6,4.778
City of Santa Rosa,Labas,2023,Dry,106.7,72.6,7.5,130.6,118.9,222.7,25.15,25.93,26.7,27.74,28.55,27.89,80.29,74.66,68.63,75.01,76.79,80.82,0.31983027627828303,0.2286873196717351,0.31092100211333,0.33614955969561844,0.3683644226619416,0.4136145900566353,0.21882106046794667,0.17446364369243383,0.22879086086561093,0.2562041794680639,0.30518608102243683,0.31402119994824884,-0.29948861997210147,-0.19951587496325374,-0.3407322059973546,-0.35473637091987453,-0.36856625287331357,-0.42120071657029756,-4.562231322623321,-4.478577090670522,-4.541959323435433,-4.277277307690088,-4.201076841260988,-3.556154657386769,-9.754800490029227,-9.65988538094001,-9.695811010542858,-9.60130486846301,-9.560303228032796,-9.067326295145419,6,6,5.0
City of Santa Rosa,Labas,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.3774787235239174,0.28894719136483593,0.3952692739616922,0.2726688684516585,,0.40366132579551456,0.26684292971298385,0.26013872847004643,0.26492088094990535,0.2395214670287445,,0.2672417616912584,-0.37866763534692843,-0.28995239084941904,-0.40116507465154494,-0.3037607857236637,,-0.4260938568762281,-3.365357004701418,-3.7301014577819,-3.585063979574283,-3.2582505565221735,-3.7852352939483986,-3.7235541075673235,-9.071811141040548,-9.304116238674784,-9.143484273498565,-8.940956933294528,-9.240837373628148,-9.197896284824488,5,6,4.5
City of Santa Rosa,Labas,2024,Dry,6.8,10.2,25.7,12.0,252.1,337.7,25.53,25.84,26.37,28.42,28.97,28.37,79.17,79.08,79.74,77.15,78.57,81.73,0.0073479920160025355,0.33537406964271693,0.3283735247867307,0.32044711639071854,,,0.0067706193774938585,0.23108675836172796,0.2400120528075862,0.23242922152190612,,,-0.005260212719440461,-0.37209943029782305,-0.34004505227457227,-0.3632958490434897,,,-4.269788126785051,-4.177314912026122,-4.313213405377446,-4.457815104244033,-4.355681505689617,-3.9611698144717216,-9.524878927132745,-9.56662821475243,-9.48871179546568,-9.769754973321103,-9.57690446284907,-9.240622856848,4,6,4.577
City of Santa Rosa,Labas,2024,Wet,445.0,275.9,307.0,308.7,62.4,189.7,27.43,27.86,27.6,27.49,27.47,26.18,83.7,82.99,83.88,82.46,81.65,84.76,,0.3276662861811451,0.3949780770085422,0.38928457711553766,0.3669917484633668,0.3363380239931191,,0.28593093295373473,0.2794085827820206,0.2848577339717085,0.2548845204211007,0.26283339735967487,,-0.3217905776091096,-0.39831631930236555,-0.3951679132368264,-0.38582665586898596,-0.3272816413932775,-3.539513247738484,-3.3827047855544508,-3.950747296820748,-3.821843377246302,-4.356643552264062,-3.189978186469506,-10.817091889025532,-9.05557340616184,-9.42304061926103,-9.210434646676976,-9.658270314113889,-8.741407677410873,5,6,4.5
City of Santa Rosa,Labas,2025,Dry,51.9,89.6,48.5,22.0,167.5,369.0,25.58,25.66,26.57,28.59,28.55,27.55,82.79,82.35,80.81,76.27,78.18,83.04,,0.36239309607283665,0.34466193936156825,0.30977657817814525,0.31086888235666627,,,0.2681226352504193,0.26496147986570723,0.24625344893600168,0.24128227965523402,,,-0.3699485952427524,-0.3621445498496499,-0.3349013623630425,-0.334382331493095,,-3.939543588693658,-4.337045262881756,-4.350209422528346,-4.647440665672697,-3.839899586112937,-2.3682808213185433,-9.414083661199212,-9.529850814902124,-9.453739587459028,-11.905999734813706,-9.1715430611118,-10.14326014023938,4,6,4.5
City of Santa Rosa,Labas,2025,Wet,368.5,323.2,290.4,254.2,208.0,69.9,27.39,27.29,26.73,27.12,26.97,26.31,82.78,81.91,85.26,83.51,83.63,81.87,,0.355119839924238,,,0.3758562964814065,,,0.24994068998354746,,,0.24087604998148957,,,-0.36198943913711223,,,-0.384850332494844,,-3.690461525570928,-3.574955889832661,-3.1192186142148994,-3.7012571792568605,-3.4388938913061167,,-10.642051865648506,-9.333816851120876,-10.353625842133269,-9.336036335694809,-10.568182926457174,,2,5,4.411
City of Santa Rosa,Macabling,2021,Dry,132.8,68.2,56.8,16.8,80.9,269.4,24.65,24.76,26.33,27.65,28.73,27.46,82.81,81.88,80.0,71.36,75.01,82.7,0.4727938568894542,0.5052703241345168,0.034008761096629314,0.3643178873066342,0.3455863317873059,0.2773995433341374,0.37408082370471096,0.35661931321521767,0.09928305010544136,0.34094654540947583,0.25251473372793937,0.39887053240090625,-0.4334785066940911,-0.47796112318428374,-0.022139295702800155,-0.37374457680385476,-0.37129866973216274,-0.2290576396256008,-5.857343662398315,-5.133300606100194,-6.314299782824163,-6.425429423038415,-6.576572843407205,-5.9028444526627375,-13.412338773501691,-12.759331466132869,-13.721333997457046,-13.782151577528081,-14.047068412964293,-13.412276060506173,6,6,5.32
City of Santa Rosa,Macabling,2021,Wet,273.5,250.0,446.1,234.3,64.5,78.5,26.94,26.91,26.45,26.31,26.93,25.55,85.3,85.03,88.34,86.36,80.16,77.37,0.49052190195236894,0.5859815865842393,0.4755753030234521,0.48847494902967137,0.005071842611801844,0.49903350668907265,0.7617575446409838,0.6385313056453017,0.3471734677542949,0.3223225511587657,-0.01720686753590902,0.34991661839003746,-0.3770317445908274,-0.48822460790688643,-0.45151930204318275,-0.4621140749833617,0.009982255994583723,-0.47556990141208216,-4.916459557177859,-6.393889923266559,-5.2972552558192705,-6.665623073491695,-5.567034809631216,-6.615795439043952,-12.501171033209493,-11.99371118952582,-12.743258458842238,-12.605845817034837,-13.328673189320673,-12.260782918348118,6,6,4.799
City of Santa Rosa,Macabling,2022,Dry,32.3,28.8,32.6,64.0,289.1,324.6,25.52,26.04,27.61,27.42,27.85,27.24,73.91,75.32,72.64,74.63,78.12,82.54,0.39210232576498616,0.39919359194681975,0.4116405863504298,0.3750439856093289,0.4580287313764565,,0.20791627283996114,0.2808953491668392,0.31495923143298493,0.3814423910439857,0.34484855043725643,,-0.34653185666180575,-0.395326226954414,-0.4155637449995585,-0.3556863505206582,-0.428207411198922,,-6.815391902510823,-6.7244440339480605,-6.9056123709916175,-6.734152330309043,-5.823895342408247,-5.630089409511146,-12.420451368837822,-12.436032789477224,-12.573462095748607,-12.312409817047755,-11.638471562491505,-11.42479835607164,5,6,5.079
City of Santa Rosa,Macabling,2022,Wet,376.5,528.4,357.0,485.2,113.6,99.8,26.6,26.05,26.15,26.4,26.3,25.32,87.33,88.39,87.11,85.97,85.33,82.81,0.5193628914972432,0.47607397416303393,0.36366737158387796,,0.4621736519534585,0.48476536489897876,0.33324283408752037,0.38717260076854304,0.37586998528450316,,0.3409565927079647,0.3474069254881398,-0.4793979201061309,-0.4294094794780322,-0.3379828657823813,,-0.4226220860589756,-0.4555271463228443,-5.5920733025894735,-6.280976880205482,-5.7323722531385535,-5.289087966011776,-5.2059175070281904,-6.421039678129301,-11.325715179647725,-11.788142267339122,-11.289104176544976,-11.031275499600227,-10.97141322969239,-11.900753130559805,5,6,4.431
City of Santa Rosa,Macabling,2023,Dry,114.5,70.9,11.6,134.2,127.0,284.7,24.79,25.6,26.46,27.51,28.3,27.39,81.23,75.21,69.12,75.06,76.99,82.66,0.5143787008609934,0.3912446009400628,0.35393563965904495,0.41690313209487134,0.41114196260210195,0.5072777036197282,0.3680286108899312,0.3337382156456745,0.2630026949449766,0.3261310199109666,0.38424463874419784,0.35537446457952376,-0.4707651758611393,-0.33935298525565144,-0.37725815205617935,-0.40680367061141864,-0.37475107276470504,-0.47183394289206804,-6.557633522306422,-6.464535393261553,-6.781550754470943,-6.484175921225745,-6.39084991305869,-5.38718976513027,-12.023183343738193,-11.997627349036515,-12.261756053497676,-12.04382350303451,-12.01876040954869,-11.191629670587123,6,6,4.792
City of Santa Rosa,Macabling,2023,Wet,314.1,77.0,294.1,148.2,85.2,37.5,27.34,27.73,26.96,27.0,27.1,26.71,83.05,79.25,85.85,82.98,78.81,78.92,0.46869213375786384,,0.4670235966015629,0.5087424340322365,0.3828426594142664,0.3743669790686062,0.35102176575168664,,0.33530262755620965,0.4024578443029112,0.2721342862686527,0.26049391130483385,-0.4318087041672125,,-0.44014663541409016,-0.4374747347550763,-0.32489385488977657,-0.38405500658520375,-5.371194933551883,-5.782702176252081,-5.478018008175862,-5.087404863463861,-5.471191782424945,-5.5057118807216465,-11.200306441837485,-11.523254892225264,-11.393686096535449,-11.041083340109783,-11.258555947203423,-11.296634505628486,5,6,4.55
City of Santa Rosa,Macabling,2024,Dry,10.6,10.1,24.1,11.8,225.4,348.6,25.82,26.22,26.86,29.14,29.3,27.71,73.39,72.95,73.04,69.37,74.17,85.13,0.0022034631139831624,0.399529211064812,0.305446425574778,0.30793292755551654,,,-0.005771811181330125,0.28550364890927815,0.21630463291934807,0.18146265107647516,,,0.005167579589033267,-0.41663551350847533,-0.32603690404932445,-0.3601575891524099,,,-6.457343874477909,-6.447818418898176,-6.485919429914686,-6.710273185728305,-6.677163371761682,-5.989953661745119,-11.936510059376948,-12.08085340375737,-11.935932665645973,-12.445448006467542,-12.234072505865264,-11.608237613335959,4,6,4.648
City of Santa Rosa,Macabling,2024,Wet,474.7,239.8,290.4,349.0,80.8,171.3,26.65,27.08,26.83,26.68,27.33,25.77,87.47,85.91,86.58,85.77,79.66,85.29,,0.401441479679365,0.45244047857888364,0.45470758272469364,0.42525443390102735,0.45852594673199065,,0.3891152178197385,0.3201930079392031,0.3685614640762763,0.30780881328370957,0.35884014387397145,,-0.36840314937594754,-0.42124262604021456,-0.43092944421808616,-0.4197504440705326,-0.4184347238183558,-4.654477246434207,-5.183300424478629,-5.764633832975094,-5.345260005099163,-6.321065851847453,-4.88262619626259,-12.628007287378917,-11.104367773782766,-11.679526125897636,-11.23678154307052,-12.100056088240635,-10.794675951060063,5,6,4.5
City of Santa Rosa,Macabling,2025,Dry,50.6,89.2,58.4,15.7,145.2,346.7,25.41,25.65,26.95,29.36,28.59,26.84,81.11,79.39,74.67,67.98,75.46,86.3,0.3403014330303151,0.42414486795434575,0.390453005985915,0.3334631794851931,0.33251647948950896,,0.22687585230554944,0.34206714036486013,0.33680763876019676,0.2677463430935485,0.24978011592025268,,-0.32885703201597594,-0.40446818941617335,-0.3806010108206768,-0.3582622436928523,-0.3416405577390685,,-5.827415723653264,-6.304345906851724,-6.22227609552905,-6.129399122362208,-5.838564288331223,-3.325679764862797,-11.741274730875636,-11.874161170143624,-12.014754215190269,-14.20483118828053,-11.574011893157177,-12.063328482548766,5,6,4.5
City of Santa Rosa,Macabling,2025,Wet,370.6,295.5,341.4,238.1,219.9,64.5,26.62,26.61,25.92,26.44,26.5,26.24,85.08,83.89,88.9,86.65,84.46,79.33,,0.4130176127688965,,,0.4624925894465884,,,0.6091432459721472,,,0.3165414956765466,,,-0.39245735869933407,,,-0.43212239473094716,,-4.862267781694459,-5.400233817830243,-4.276809122321341,-5.596410399971014,-4.813333146560174,,-12.627034581515648,-11.465188786784118,-12.312608379046257,-11.631128480879413,-12.71393138747747,,2,5,4.487
City of Santa Rosa,Malitlit,2021,Dry,113.8,76.6,76.3,16.6,106.8,261.1,24.2,24.31,25.8,27.11,28.24,27.27,85.41,84.6,83.45,74.34,78.01,83.31,0.5793624173258933,0.6060407216506377,,0.4199557511459093,0.38132694857786614,0.4162730829269164,0.4654794527937426,0.4606776382767724,,0.36981767352428563,0.2665416578142654,0.8299813584030935,-0.5131401670802652,-0.547708719394534,,-0.40799510229525887,-0.40677067781808923,-0.27953463157665703,-6.88613655423265,-6.0471618467311545,-7.691181488933303,-7.788657516400836,-8.29495597537509,-6.72255636523583,-13.635350192652448,-12.763122187786454,-14.382244645155629,-14.620118243570435,-15.198278870752828,-13.703733079069218,5,6,4.872
City of Santa Rosa,Malitlit,2021,Wet,314.7,248.9,395.8,234.5,64.6,97.0,26.68,26.56,26.16,25.94,26.37,24.97,86.49,86.84,89.41,87.93,83.82,81.23,0.7049258532217942,0.5625600408070648,0.6393069596454062,0.6155837699783848,,0.6246859739128305,0.7065008036712568,0.6193882464648134,0.48860805135852414,0.4586955233275782,,0.4587086230643629,-0.5879143429369335,-0.48504054844329614,-0.5681252823391425,-0.5580147790493121,,-0.5701953626858999,-5.872851363483201,-7.091374023866762,-6.778616282903853,-6.866103089582579,-6.130197672265599,-6.7401375219563855,-12.796580304132586,-12.853821556233664,-13.337097464276388,-12.570302200193574,-12.742169611557157,-12.48722057892377,5,6,5.053
City of Santa Rosa,Malitlit,2022,Dry,42.6,41.4,63.6,122.2,238.6,315.0,24.98,25.54,27.11,26.88,27.51,26.86,77.6,78.53,75.68,77.67,80.01,84.55,0.338020418183624,0.5568645471086753,0.5319323692128448,0.5008309552385082,0.5832870994673104,,0.29317134300376085,0.4041735024516148,0.3930079454505695,0.42702674621035014,0.42625883466622927,,-0.274472609163458,-0.5063605127772302,-0.4962184393630247,-0.44919131747970253,-0.5159960248656205,,-6.7397066117860955,-6.9311818867999735,-7.271191186026666,-6.506928893495316,-6.519879907129114,-6.143526027502774,-12.602398485687871,-12.659215553811222,-12.951488682074983,-12.329050232078874,-12.435859668672398,-12.131328551542136,5,6,5.036
City of Santa Rosa,Malitlit,2022,Wet,366.4,439.8,332.9,459.5,94.1,122.2,26.34,25.88,26.05,26.11,25.9,24.85,88.42,88.97,87.63,87.21,87.19,85.38,0.6452971011115823,0.5735958767294034,0.5897819691695835,0.5713416321413529,0.2986836112669478,0.6291952030856386,0.4807873252294397,0.4993661262174253,0.5234280547209953,0.5796185456517972,0.2611556201694011,0.4913439913864667,-0.5754231793795854,-0.5039284510424009,-0.5206819448614778,-0.48443581550431286,-0.2770020995506092,-0.571219100085924,-6.015902986118089,-6.35150392063883,-6.223750750838754,-5.896303873141649,-5.471927818745246,-6.484148216286133,-11.991175411776346,-12.096544780870447,-11.887654971880783,-11.506331491774239,-11.248648737595943,-12.255297966486273,6,6,4.325
City of Santa Rosa,Malitlit,2023,Dry,102.1,62.5,20.4,152.3,145.2,249.6,24.28,25.05,25.93,27.07,27.77,27.08,83.93,78.39,72.44,77.46,80.15,84.24,0.6478611794836145,0.37189365174319283,0.4463272210423627,0.5018785297230772,0.4476209406259835,0.6423062987434228,0.4805276810243411,0.5098898840917119,0.32316598289104614,0.36566457314128514,0.43440079406224696,0.5194888594481943,-0.5880297414330912,-0.3073452810983399,-0.4432824252305529,-0.47123786648038146,-0.39856851664597276,-0.5716523333028738,-6.647067980134043,-6.542721896998631,-7.510066177745398,-7.353714018148954,-7.504139165446139,-6.662752164701648,-12.468074471794091,-12.422778582959388,-13.266754535827912,-13.300694686323798,-13.270889446222485,-12.70404792871464,6,6,4.672
City of Santa Rosa,Malitlit,2023,Wet,302.7,76.7,279.8,133.9,85.4,51.6,26.99,27.56,26.67,26.52,26.39,26.06,84.94,80.02,87.32,85.87,82.43,82.26,0.5311851832943795,0.5093035449814897,0.6408975739043196,0.4433909470943773,,0.5222781717777252,0.46274534502540615,0.700245514097043,0.47114427146267873,0.3978112200824307,,0.5368830837309362,-0.47989322660815,-0.3980891642978093,-0.573197195853719,-0.3816751958253097,,-0.44440341740846634,-6.472549065089699,-6.746533719709632,-6.333666286021038,-5.912668432868388,-5.897974385803676,-5.983152576586769,-12.380675018200778,-12.610044207254212,-12.126166044412823,-11.801189701183983,-11.69491475051288,-11.831057027366837,5,6,3.865
City of Santa Rosa,Malitlit,2024,Dry,8.3,14.0,30.1,31.7,246.1,320.8,25.26,25.79,26.42,28.72,28.86,27.37,76.12,75.0,75.24,71.78,76.42,86.59,0.6394918328692307,0.4783265500837008,0.41396341485091875,0.3409404155576867,,0.7931665383376083,0.490334224042791,0.3156358775763873,0.272023571598235,0.2136211339683058,,0.8364596765536767,-0.568749276786294,-0.4759665188219541,-0.42232361684159664,-0.40523695201147863,,-0.6929591170379091,-6.659421818378362,-7.067345694483724,-7.524466570011742,-8.247143813514107,-8.193285913699382,-6.4493035668170355,-12.32430653968804,-12.942723081688358,-13.0617534134312,-14.366091929591708,-14.122327794646857,-12.323921624801073,5,6,4.649
City of Santa Rosa,Malitlit,2024,Wet,431.0,253.6,309.2,294.0,81.3,204.4,26.38,26.87,26.67,26.38,26.84,25.29,88.57,86.77,86.73,86.74,82.18,87.26,,0.6305396743031112,0.6315619825838868,0.631993949676481,0.6042450486299957,0.6805049176687844,,0.6771321946733141,0.49853837876134444,0.4997863796694247,0.4814814637330967,0.6319844454658049,,-0.5302767141426311,-0.5614830504358354,-0.5661913806353472,-0.5559584908931873,-0.5919592104933236,-6.16611580407229,-6.155206657593605,-6.607339270284235,-6.089082188227429,-6.470990098626384,-5.445912613404598,-13.038145143850297,-11.981207570711108,-12.555062922499824,-11.65088610248119,-12.234495684346946,-11.155213777147303,5,6,2.853
City of Santa Rosa,Malitlit,2025,Dry,68.0,136.1,70.3,26.8,131.2,329.7,24.88,25.14,26.33,28.8,28.18,26.61,83.75,82.02,77.99,71.23,77.62,87.22,0.6858328792250064,0.5694054742689347,0.558409729432628,0.4557684525514198,0.41956765570459137,,0.6327353260092461,0.4815818431866207,0.43449837324638946,0.3531170713794218,0.29385669812937176,,-0.6019473006964188,-0.5106959387418145,-0.5112673968331833,-0.4496664553359721,-0.42207902971252925,,-5.935221533392672,-6.650965437635776,-6.7991380835718624,-8.15210450220305,-6.697286347050979,-5.331980884020164,-11.92536646446084,-12.458001611273968,-12.73014073956321,-14.737957014501095,-12.404661345613638,-12.182226469515092,5,6,4.523
City of Santa Rosa,Malitlit,2025,Wet,345.6,320.6,342.4,244.9,208.9,53.2,26.48,26.3,25.65,25.99,25.95,25.55,85.62,85.46,89.97,88.75,87.21,83.05,,0.5848032376584567,,,0.5924246615228421,,,0.48246352075179233,,,0.43608351764128256,,,-0.5182523895905685,,,-0.5394410960210749,,-6.113369553111959,-6.447651795804409,-5.843216524843105,-6.2409775594738965,-6.225071347127282,,-12.845767907992302,-12.320240133472549,-12.501300745562444,-12.131051668466423,-12.67797826534931,,2,5,4.5
City of Santa Rosa,Pooc,2021,Dry,108.6,91.9,63.2,22.2,79.8,231.7,25.1,25.17,26.72,27.88,28.81,27.93,81.75,80.92,78.69,70.63,75.02,81.25,0.24794816464032407,0.2655149334692859,0.054625771939754486,0.25354645772448353,0.2169980499259743,0.2275550832871357,0.18061608392695971,0.17918277827767085,0.11542869731783867,0.21145591788697796,0.16256054536507386,0.25967662631972416,-0.28858402310131576,-0.32048222818522015,-0.0345825063996017,-0.2996623637699131,-0.2709412552571936,-0.22498522125737697,-2.803915479951546,-2.2298278162102094,-2.926372890266028,-2.929410772442184,-3.0801984774904243,-2.8010099759187677,-10.649853956836687,-10.435217428426864,-10.861362273167167,-10.83320881459746,-10.956865075347853,-10.729983592321533,6,6,5.13
City of Santa Rosa,Pooc,2021,Wet,282.0,182.8,360.0,204.0,46.7,80.0,27.46,27.33,26.94,26.89,27.51,25.93,83.44,83.78,86.7,84.03,77.47,76.43,,0.1488155421935436,0.2708545147388835,0.31250213024911416,0.016348176635801792,0.2954136201934129,,0.11512651299954291,0.19351792455487327,0.22077911971146624,0.04170243309012481,0.19306044281326804,,-0.18743034904201825,-0.3151004041693388,-0.34383109963830705,0.006902426381462387,-0.3489124166485701,-1.9424100870321561,-3.5197087064108485,-2.3412766278401542,-3.581259174929753,-2.521561678280824,-3.635469699528002,-10.133469428853553,-10.560512953934738,-10.522705649386166,-10.473984299306178,-10.659178490801354,-10.394122363855278,5,6,5.028
City of Santa Rosa,Pooc,2022,Dry,33.1,21.8,24.7,59.5,215.1,265.8,25.92,26.26,27.74,27.63,28.03,27.65,72.65,74.93,72.74,74.3,78.5,81.8,0.1778743753696258,0.2505829502403681,0.24333469808751118,0.4157595328729728,0.26076541645829904,,0.12097221503696938,0.16893239242707497,0.16975175501998324,0.3862667158246041,0.19279516451960255,,-0.22653800641639377,-0.29983134299519004,-0.3033409169931301,-0.3889242375976053,-0.3054163698724044,,-3.7093032784320594,-3.5778446678667546,-3.71727625688708,-3.5771047924331216,-3.0110396367736336,-3.0130311080071728,-10.396403318853011,-10.325404792638814,-10.43400308471091,-10.244257399349936,-9.94820569224179,-9.986703882850732,5,6,5.086
City of Santa Rosa,Pooc,2022,Wet,299.2,369.6,274.8,438.8,77.0,120.2,27.04,26.56,26.65,27.01,26.83,25.75,86.57,87.31,86.0,83.49,83.37,81.53,0.2724199262873399,0.26721654155066643,0.20171389871500764,,0.24971777593250882,0.2819501625782281,0.19520227651729607,0.19727287751063974,0.1660286763548234,,0.15983140339633156,0.19098865020529138,-0.3173078632974225,-0.29722808413452195,-0.2683475132622821,,-0.2771052165876358,-0.3310527509656122,-2.925349539856501,-3.5344246911174633,-2.9866859055903667,-2.634768086767921,-2.445803185306301,-3.5649309903898816,-9.77083688025558,-10.226430789108766,-9.811454326650178,-9.536569505849428,-9.552139811539838,-10.218126964536685,5,6,4.625
City of Santa Rosa,Pooc,2023,Dry,106.7,72.6,7.5,130.6,118.9,222.7,25.15,25.93,26.7,27.74,28.55,27.89,80.29,74.66,68.63,75.01,76.79,80.82,0.27278010570234257,,0.23411803360808814,0.24709298913014943,0.2547475299694206,0.2817528547558711,0.2234898465254874,,0.1726085833535513,0.18812639360369535,0.21009049812352104,0.19779973198933862,-0.285967253010257,,-0.2925559809626599,-0.2989511504473008,-0.29641627307141993,-0.337562075644775,-3.625753565377994,-3.304979903599268,-3.4885421227650246,-3.4277654791141994,-3.1141269013883317,-2.6708931396311524,-10.283124672984263,-10.146608379687187,-10.15389115393085,-10.140324743244221,-10.021530331079907,-9.677745525141033,5,6,4.815
City of Santa Rosa,Pooc,2023,Wet,338.5,96.5,344.9,169.9,85.3,38.3,27.94,28.09,27.63,27.55,27.14,26.63,81.31,80.29,83.28,81.88,81.44,82.48,0.27058192414475474,0.24080077023333107,0.2894712724251599,0.15008850391293052,,0.13421940688198541,0.28983824874304936,0.23216595908209642,0.19439248437485435,0.12087627119444079,,0.08502864339585153,-0.31103667869096696,-0.25710976581743095,-0.34229711970717774,-0.24177711073869199,,-0.3065947678091411,-2.637014062769436,-2.9239705464330283,-2.76314816367969,-2.4179602076611184,-2.8102354581877442,-2.8576673865386155,-9.67288199360665,-9.92124691468917,-9.73308311754975,-9.419028554498418,-9.537686609032642,-9.761396812869593,5,6,4.365
