province,municipality,year,semester,season_type,yield_mt_ha,ecosystem,source_file,suspected_proxy
Laguna,Pakil,2020,2,Wet,3.93633,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2020,2,Wet,4.18092,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2020,2,Wet,4.41767,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2020,2,Wet,4.31872,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2020,2,Wet,4.40944,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2020,2,Wet,4.37876,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2020,2,Wet,4.42029,ALL ECOSYSTEMS,2020 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2021,1,Dry,4.8107,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2021,1,Dry,4.97952,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2021,1,Dry,4.97402,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2021,1,Dry,4.06041,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2021,1,Dry,4.49752,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2021,1,Dry,4.81305,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2021,1,Dry,4.85753,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2021,1,Dry,4.7899,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2021,1,Dry,4.63257,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2021,1,Dry,4.97491,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2021,1,Dry,4.24961,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2021,1,Dry,4.85263,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2021,1,Dry,4.44788,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2021,1,Dry,3.92225,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2021,1,Dry,4.97619,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2021,1,Dry,5.02629,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2021,1,Dry,4.83783,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2021,1,Dry,4.48717,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2021,1,Dry,4.607,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2021,1,Dry,4.54844,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2021,1,Dry,5.09942,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2021,1,Dry,4.47897,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2021,1,Dry,4.90738,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2021,1,Dry,5.16442,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2021,1,Dry,4.77632,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2021,1,Dry,5.04536,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2021,1,Dry,5.0708,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2021,1,Dry,4.99914,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2021,1,Dry,5.07151,ALL ECOSYSTEMS,2021 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2021,2,Wet,4.23185,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2021,2,Wet,4.25719,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2021,2,Wet,4.17649,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2021,2,Wet,3.4107,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2021,2,Wet,4.18499,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2021,2,Wet,4.10594,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2021,2,Wet,4.11526,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2021,2,Wet,4.15909,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2021,2,Wet,4.05038,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2021,2,Wet,4.22728,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2021,2,Wet,3.68819,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2021,2,Wet,4.2099,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2021,2,Wet,3.90832,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2021,2,Wet,3.45654,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2021,2,Wet,4.01236,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2021,2,Wet,4.28605,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2021,2,Wet,4.17846,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2021,2,Wet,3.96875,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2021,2,Wet,4.08259,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2021,2,Wet,3.92037,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2021,2,Wet,4.18775,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2021,2,Wet,3.89819,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2021,2,Wet,4.11419,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2021,2,Wet,4.29597,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2021,2,Wet,3.86949,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2021,2,Wet,4.19307,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2021,2,Wet,4.28161,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2021,2,Wet,4.17553,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2021,2,Wet,4.27387,ALL ECOSYSTEMS,2021 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2022,1,Dry,3.9716,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2022,1,Dry,4.1319,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2022,1,Dry,4.10158,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2022,1,Dry,3.60153,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2022,1,Dry,3.95875,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2022,1,Dry,4.12662,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2022,1,Dry,4.09846,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2022,1,Dry,4.06375,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2022,1,Dry,4.02354,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2022,1,Dry,4.16537,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2022,1,Dry,3.88487,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2022,1,Dry,4.08838,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2022,1,Dry,3.81162,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2022,1,Dry,3.62075,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2022,1,Dry,4.18621,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2022,1,Dry,4.29277,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2022,1,Dry,4.01809,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2022,1,Dry,3.93938,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2022,1,Dry,3.97447,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2022,1,Dry,4.14127,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2022,1,Dry,4.15239,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2022,1,Dry,4.15471,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2022,1,Dry,4.20666,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2022,1,Dry,4.24228,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2022,1,Dry,3.82617,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2022,1,Dry,4.22865,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2022,1,Dry,4.30307,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2022,1,Dry,4.22327,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2022,1,Dry,4.25457,ALL ECOSYSTEMS,2022 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2022,2,Wet,2.992,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2022,2,Wet,4.134,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2022,2,Wet,3.929,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2022,2,Wet,3.204,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2022,2,Wet,3.419,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2022,2,Wet,3.677,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2022,2,Wet,3.767,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2022,2,Wet,3.798,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2022,2,Wet,3.481,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2022,2,Wet,4.115,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2022,2,Wet,3.19,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2022,2,Wet,4.019,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2022,2,Wet,3.553,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2022,2,Wet,2.935,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2022,2,Wet,3.835,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2022,2,Wet,4.163,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2022,2,Wet,3.922,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2022,2,Wet,3.4,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2022,2,Wet,3.825,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2022,2,Wet,2.969,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2022,2,Wet,3.875,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2022,2,Wet,3.258,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2022,2,Wet,3.878,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2022,2,Wet,4.143,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2022,2,Wet,3.443,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2022,2,Wet,4.079,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2022,2,Wet,4.314,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2022,2,Wet,4.177,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2022,2,Wet,4.221,ALL ECOSYSTEMS,2022 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2023,1,Dry,3.30586,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2023,1,Dry,4.38725,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2023,1,Dry,4.21921,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2023,1,Dry,3.45246,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2023,1,Dry,3.73267,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2023,1,Dry,3.7071,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2023,1,Dry,3.96282,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2023,1,Dry,4.08502,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2023,1,Dry,3.48937,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2023,1,Dry,4.67355,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2023,1,Dry,3.60609,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2023,1,Dry,4.40579,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2023,1,Dry,3.29041,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2023,1,Dry,3.45801,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Lumban,2023,1,Dry,4.54249,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Mabitac,2023,1,Dry,4.68182,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Magdalena,2023,1,Dry,4.0381,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Majayjay,2023,1,Dry,3.62896,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Nagcarlan,2023,1,Dry,4.127,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Paete,2023,1,Dry,3.8408,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pagsanjan,2023,1,Dry,4.31482,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pakil,2023,1,Dry,3.78898,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pangil,2023,1,Dry,4.44021,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Pila,2023,1,Dry,4.97992,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Rizal,2023,1,Dry,3.47669,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Cruz,2023,1,Dry,4.64176,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Santa Maria,2023,1,Dry,4.8354,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Siniloan,2023,1,Dry,4.62166,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Victoria,2023,1,Dry,4.92641,ALL ECOSYSTEMS,2023 Semester 1 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Alaminos,2023,2,Wet,3.97615,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Bay,2023,2,Wet,4.53374,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Calauan,2023,2,Wet,4.44397,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Cavinti,2023,2,Wet,3.96869,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Biñan,2023,2,Wet,3.81274,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Cabuyao,2023,2,Wet,4.26304,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Calamba,2023,2,Wet,4.22147,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of San Pablo,2023,2,Wet,4.37983,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,City of Santa Rosa,2023,2,Wet,3.94328,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Famy,2023,2,Wet,4.61695,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Kalayaan,2023,2,Wet,3.94292,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Liliw,2023,2,Wet,4.55209,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Los Baños,2023,2,Wet,4.14172,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
Laguna,Luisiana,2023,2,Wet,3.94904,ALL ECOSYSTEMS,2023 Semester 2 Average Yield of Palay in All Ecosystems in the Philippines by Municipality.xlsx,False
