barangay,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
Banlic,2025,3,0.2796,0.2521,0.2311,0,-0.356,0.0897,635,-5.4702,3.1855,-13.6468,3.5285,3604
Banlic,2025,4,0.4182,0.1978,0.225,0,-0.3957,0.1767,5496,-7.9847,3.9529,-12.0494,4.0036,5415
Banlic,2025,5,0.4323,0.2167,0.3162,2.1505,-0.3296,0.182,793,-5.8424,3.507,-9.8304,3.8017,10804
Banlic,2025,6,0.3429,0.2943,0.5187,1.479,-0.3305,0.1161,2327,-2.7891,3.7135,-12.3765,3.7598,546
Banlic,2025,7,0.3998,0.2566,0.3691,0,-0.3601,0.2158,10797,-4.2831,3.9429,-11.8993,3.1735,3408
Banlic,2025,8,0.529,0.266,0.2023,1.3961,-0.4839,0.1561,2255,-4.5579,3.986,-13.3037,3.1755,10963
Banlic,2025,9,0.4691,0.2338,0.6892,4.1481,-0.5047,0.2256,700,-5.9431,3.5251,-12.1578,3.3269,8456
Banlic,2025,10,0.3779,0.24,0.298,1.1642,-0.4921,0.2514,2979,-4.0851,3.9331,-10.5698,3.6646,6805
Banlic,2025,11,0.333,0.2012,0.2128,1.1716,-0.1824,0.203,1,-4.7492,3.1803,-11.0757,3.2421,8220
Banlic,2025,12,0.4996,0.2343,0.336,1.3992,-0.3956,0.2403,1247,-4.2251,3.8056,-12.5324,3.476,5522
Banadero,2020,1,0.6027,0.2796,0.3787,0,-0.3434,0.2041,0,-5.6281,4.1143,-11.9325,3.2247,8848
Banadero,2020,2,0.5423,0.2172,0.1941,0.2184,-0.4471,0.1855,4311,-6.196,2.953,-11.678,3.9504,9524
Banadero,2020,3,0.1889,0.2161,0.2701,1.562,-0.3847,0.1621,4959,-4.4928,3.2718,-12.7109,3.7182,15252
Banadero,2020,4,0.5053,0.2054,0.4109,0.6581,-0.2888,0.1636,7012,-6.1737,3.503,-13.1666,3.1407,0
Banadero,2020,5,0.4415,0.2361,0.3632,0.5549,-0.4084,0.1882,3585,-4.1163,3.523,-12.2127,3.3034,5218
Banadero,2020,6,0.2948,0.2142,0.3723,1.8323,-0.3446,0.2118,0,-4.8673,3.7539,-11.6875,3.5174,2877
Banadero,2020,7,0.3602,0.2697,0.4354,5.0729,-0.4259,0.2029,2423,-4.7323,2.3895,-13.1976,3.7692,11875
Banadero,2020,8,0.4715,0.189,0.1825,1.1152,-0.369,0.2204,3949,-4.4703,3.9321,-12.386,3.7015,874
Banadero,2020,9,0.4535,0.3021,0.3336,0,-0.4723,0.1837,7952,-5.5761,3.304,-10.0858,3.0163,14401
Banadero,2020,10,0.4332,0.2104,0.3343,0.0684,-0.457,0.1599,0,-5.615,3.3862,-10.9555,2.9229,9438
Banadero,2020,11,0.3391,0.2336,0.1323,0.0682,-0.2493,0.1924,1752,-6.4766,3.9516,-11.7483,2.7901,4249
Banadero,2020,12,0.4387,0.2546,0.378,0,-0.3439,0.1955,6150,-3.7738,3.6638,-10.1551,3.0226,8234
Banadero,2021,1,0.2187,0.1472,0.4259,0,-0.3714,0.1814,863,-4.7423,3.8416,-13.0447,3.5155,15996
Banadero,2021,2,0.4299,0.2216,0.3097,0,-0.3705,0.1636,8210,-6.9297,3.4016,-13.1795,3.6919,6971
Banadero,2021,3,0.2218,0.2535,0.1527,0,-0.4964,0.1282,4186,-7.0048,3.4971,-11.2622,3.0779,1868
Banadero,2021,4,0.4193,0.1915,0.3219,0,-0.3738,0.1934,9379,-5.8244,3.2883,-13.1816,3.9521,10824
Banadero,2021,5,0.3226,0.2538,0.4178,0.069,-0.3552,0.2185,7388,-4.0835,3.9198,-11.2213,3.5965,9701
Banadero,2021,6,0.4845,0.2923,0.4451,0,-0.3223,0.2422,0,-4.6378,3.7354,-10.9256,3.3718,9073
Banadero,2021,7,0.484,0.2139,0.3775,2.09,-0.37,0.2037,6298,-4.4864,3.2156,-11.1223,4.0985,7028
Banadero,2021,8,0.4187,0.2095,0.4527,2.9891,-0.2816,0.1455,1878,-5.3791,3.759,-11.8247,3.034,8968
Banadero,2021,9,0.354,0.2479,0.6017,3.3855,-0.3388,0.2282,6005,-5.7419,3.551,-11.1611,3.4008,7308
Banadero,2021,10,0.4619,0.2461,0.3161,1.8651,-0.4457,0.201,6827,-5.9054,3.6065,-10.8329,2.8109,1139
Banadero,2021,11,0.2751,0.2007,0.3141,1.0768,-0.2654,0.0597,4054,-4.2728,3.4352,-11.4052,3.2013,251
Banadero,2021,12,0.3599,0.2478,0.319,1.9071,-0.344,0.22,4114,-5.6155,3.1514,-11.2903,3.6697,530
Banadero,2022,1,0.5078,0.2232,0.2951,0.68,-0.3835,0.2124,1617,-5.669,2.9485,-11.7347,3.4696,3325
Banadero,2022,2,0.4847,0.2593,0.3565,0.6021,-0.3927,0.1885,6147,-5.2443,3.5185,-13.2037,3.6894,8305
Banadero,2022,3,0.2435,0.315,0.3472,0,-0.3961,0.2489,8472,-6.6284,3.6882,-12.2009,3.4829,6745
Banadero,2022,4,0.3232,0.2108,0.2707,2.5208,-0.2548,0.1337,2262,-5.524,3.6756,-13.9181,3.4313,3564
Banadero,2022,5,0.5067,0.235,0.3218,0,-0.4436,0.2347,4055,-4.6472,4.0476,-12.9901,3.7809,14314
Banadero,2022,6,0.3539,0.2486,0.4662,0.8406,-0.3273,0.1949,4376,-5.7603,4.2448,-12.2026,3.1833,2889
Banadero,2022,7,0.4481,0.2205,0.2204,0,-0.4303,0.2905,7094,-4.4668,3.9632,-12.3995,3.0319,2340
Banadero,2022,8,0.4188,0.2277,0.3418,0,-0.4319,0.1869,5296,-4.9985,3.641,-11.793,3.335,4000
Banadero,2022,9,0.4297,0.2638,0.3637,0,-0.4406,0.2003,8734,-5.6871,3.5581,-10.502,3.4012,4617
Banadero,2022,10,0.4598,0.2237,0.3766,0.1946,-0.3199,0.1997,263,-4.9535,3.707,-10.4298,3.6098,7714
Banadero,2022,11,0.1251,0.146,0.3399,0.2508,-0.2915,0.1563,1436,-4.9584,3.0439,-11.5502,3.7148,1384
Banadero,2022,12,0.4451,0.2031,0.2264,0.6842,-0.4187,0.2107,1537,-4.8589,3.3128,-11.5596,3.1768,5575
Banadero,2023,1,0.4924,0.1701,0.1948,0.2145,-0.3421,0.1101,0,-5.7803,3.5061,-11.745,3.4366,3830
Banadero,2023,2,0.4101,0.2557,0.2888,0.8013,-0.4354,0.2157,6990,-6.0733,3.1945,-12.7288,3.2628,6376
Banadero,2023,3,0.3576,0.1678,0.2642,1.1378,-0.4356,0.1902,3064,-6.3206,3.855,-12.631,3.4928,14321
Banadero,2023,4,0.3822,0.1978,0.2352,0,-0.349,0.1849,3792,-6.0859,3.8203,-13.0113,4.3847,11476
Banadero,2023,5,0.3471,0.2646,0.4185,0.4501,-0.3426,0.2133,8617,-4.5615,4.4723,-12.0509,3.5485,10951
Banadero,2023,6,0.4112,0.2109,0.4022,0.5628,-0.4046,0.1823,5122,-5.2526,4.036,-12.1892,3.3486,7206
Banadero,2023,7,0.3907,0.1959,0.4745,2.8994,-0.456,0.1828,6125,-4.6265,3.6382,-11.2584,3.2256,0
Banadero,2023,8,0.286,0.2162,0.6221,1.0615,-0.5039,0.1507,5489,-3.7537,3.5236,-11.0667,4.0284,8505
Banadero,2023,9,0.4303,0.2336,0.4287,0,-0.4456,0.2115,6475,-4.4153,3.8825,-13.0823,3.5189,11976
Banadero,2023,10,0.4787,0.334,0.375,0.6731,-0.526,0.2053,2251,-3.8258,2.6331,-11.6386,3.3876,4964
Banadero,2023,11,0.3458,0.2498,0.2268,0,-0.3564,0.2601,4897,-4.4956,3.6725,-12.6488,4.1366,14984
Banadero,2023,12,0.2195,0.2458,0.291,1.1668,-0.405,0.1913,1782,-5.2093,3.3843,-11.694,3.4668,3346
Banadero,2024,1,0.3215,0.2074,0.2591,0.6242,-0.3919,0.1327,6324,-6.0115,3.6866,-10.7386,3.3943,0
Banadero,2024,2,0.3656,0.2867,0.3444,0.5806,-0.4091,0.1708,9595,-4.6569,3.2916,-11.3931,3.4591,6602
Banadero,2024,3,0.3075,0.2503,0.2426,0,-0.3227,0.1515,1340,-5.9919,3.2195,-11.8758,3.7661,10680
Banadero,2024,4,0.2428,0.212,0.184,0.9196,-0.3547,0.1561,7439,-6.1779,3.6154,-11.1924,3.263,2278
Banadero,2024,5,0.2452,0.2884,0.3591,0,-0.4186,0.1518,3804,-5.4515,3.8309,-11.8673,3.6252,11592
Banadero,2024,6,0.33,0.2143,0.3921,1.0475,-0.308,0.1951,1925,-5.3868,3.4516,-11.179,3.361,4062
Banadero,2024,7,0.3584,0.3277,0.2117,0,-0.3736,0.1487,2742,-3.5303,3.4376,-12.4113,3.539,13494
Banadero,2024,8,0.5284,0.2588,0.4094,1.8011,-0.4671,0.1698,2602,-3.8835,3.6137,-10.2714,3.809,3774
Banadero,2024,9,0.389,0.2304,0.2947,0,-0.4135,0.196,7237,-2.978,2.9977,-11.2438,3.6776,19733
Banadero,2024,10,0.4335,0.2107,0.2315,0.5971,-0.3419,0.1589,2363,-4.3325,3.004,-10.9443,2.9924,4215
Banadero,2024,11,0.3317,0.1353,0.2149,1.2171,-0.2563,0.1213,561,-4.7816,4.2532,-10.466,3.7448,10516
Banadero,2024,12,0.4441,0.2556,0.2458,0.7219,-0.3531,0.1908,4694,-5.2733,3.7838,-12.9463,3.4791,14969
Banadero,2025,1,0.6342,0.2451,0.3796,0.6567,-0.3239,0.1556,4207,-5.2743,3.8347,-11.9281,3.9107,6141
Banadero,2025,2,0.263,0.165,0.4103,0.6852,-0.3597,0.1682,6625,-4.5738,4.1748,-9.9556,3.3856,10850
Banadero,2025,3,0.2634,0.2248,0.3144,0.4793,-0.2805,0.207,0,-5.4275,3.2361,-11.2533,4.1132,10505
Banadero,2025,4,0.3182,0.2322,0.3295,0,-0.3471,0.1925,12814,-7.3606,3.8076,-11.5313,3.6626,6254
Banadero,2025,5,0.3402,0.2612,0.1834,0.2494,-0.4269,0.19,1693,-5.473,3.9818,-12.5315,3.2859,3389
Banadero,2025,6,0.4455,0.2353,0.4699,0,-0.3735,0.1752,429,-5.7417,3.7327,-12.6382,3.5069,9163
Banadero,2025,7,0.4681,0.2068,0.3496,0,-0.5033,0.1656,4504,-3.6669,3.4774,-11.6635,3.8369,10325
Banadero,2025,8,0.4173,0.2147,0.3207,0.5977,-0.3086,0.1446,1158,-4.4122,3.3571,-13.3656,3.7089,9892
Banadero,2025,9,0.469,0.2398,0.4169,1.1526,-0.4394,0.2256,5871,-4.621,3.6625,-10.2031,3.4981,813
Banadero,2025,10,0.5472,0.1947,0.384,0,-0.3705,0.1812,4154,-5.0233,3.534,-10.4392,2.8707,2421
Banadero,2025,11,0.4302,0.1627,0.3574,0,-0.3167,0.0451,4972,-4.8741,3.5191,-10.6435,2.8223,14223
Banadero,2025,12,0.4449,0.3014,0.2769,0.7025,-0.5062,0.2254,6660,-4.6026,3.6681,-11.3206,3.9178,4683
San Juan,2020,1,0.3254,0.1754,0.3332,0.7771,-0.4663,0.1672,916,-5.4453,3.7966,-11.8139,3.9373,9507
San Juan,2020,2,0.4275,0.2334,0.2348,0,-0.3745,0.2155,7286,-4.7876,3.6973,-12.2522,3.7443,6152
San Juan,2020,3,0.2176,0.2687,0.153,1.2859,-0.2263,0.1443,3217,-5.3252,3.6241,-13.1511,3.3937,2268
San Juan,2020,4,0.2599,0.1898,0.2146,1.7789,-0.3214,0.1691,5783,-6.8504,3.781,-11.4627,3.6504,11094
San Juan,2020,5,0.3035,0.272,0.3283,1.4011,-0.4272,0.1852,6940,-6.2909,3.969,-12.2961,3.4392,10435
San Juan,2020,6,0.4898,0.2167,0.465,0.1841,-0.3163,0.1573,1368,-5.394,4.0598,-13.1274,2.7746,4453
San Juan,2020,7,0.2843,0.2335,0.2896,0,-0.4483,0.224,4410,-4.3989,4.1797,-11.2717,4.0358,3065
San Juan,2020,8,0.2857,0.1386,0.308,1.2618,-0.3933,0.1893,1372,-5.324,3.6699,-9.993,3.9809,10919
San Juan,2020,9,0.3796,0.2749,-0.0199,0,-0.4237,0.2285,4847,-6.5606,3.5687,-10.8098,3.4572,5726
San Juan,2020,10,0.3895,0.2613,0.3324,0.211,-0.5084,0.1444,2572,-6.8402,3.8872,-9.3501,3.477,9553
San Juan,2020,11,0.3011,0,0.1205,0.0365,-0.3473,0.1362,0,-5.3035,4.0305,-11.8014,3.3446,19280
San Juan,2020,12,0.3896,0.2759,0.1562,0.2511,-0.3426,0.2143,5281,-4.3322,3.4555,-12.0709,3.6218,8397
San Juan,2021,1,0.2761,0.2362,0.3155,0.1643,-0.2459,0.2072,5359,-5.4328,3.6293,-12.1935,3.6838,5201
San Juan,2021,2,0.3018,0.207,0.225,0,-0.3957,0.2151,9087,-5.339,3.0769,-11.6899,3.9018,7055
San Juan,2021,3,0.1793,0.2406,0.1242,0.4525,-0.3717,0.212,7834,-6.2061,3.917,-11.8666,3.4266,7282
San Juan,2021,4,0.3639,0.2639,0.3108,0.1768,-0.3607,0.174,3270,-6.8699,3.444,-13.8626,3.9535,1446
San Juan,2021,5,0.3609,0.2445,0.2977,1.359,-0.4015,0.1754,3699,-5.4106,3.7175,-12.169,3.3101,5390
San Juan,2021,6,0.3256,0.3123,0.2739,0.5471,-0.3183,0.1664,1391,-5.0773,3.5474,-11.9089,3.7964,13240
San Juan,2021,7,0.429,0.2489,0.1551,0.6597,-0.4143,0.2199,7744,-3.2459,3.2835,-11.2995,3.5318,5741
San Juan,2021,8,0.3369,0.1894,0.4532,3.556,-0.3719,0.1548,4780,-5.5246,3.688,-11.6791,3.5155,5395
San Juan,2021,9,0.4992,0.2872,0.1029,2.6318,-0.3518,0.2159,4031,-5.1633,3.2857,-11.8855,3.4459,4587
San Juan,2021,10,0.403,0.2103,0.4662,0,-0.4628,0.2028,0,-5.5618,3.6167,-12.7116,3.3644,3737
San Juan,2021,11,0.175,0.1194,0.352,1.5858,-0.2231,0.1176,0,-5.9826,3.4788,-11.8969,3.2166,11728
San Juan,2021,12,0.3162,0.1955,0.2859,0,-0.3876,0.2492,990,-5.8708,3.2171,-11.7514,3.4443,12605
San Juan,2022,1,0.5795,0.291,0.2625,0,-0.5144,0.189,2723,-4.6953,3.5687,-12.4594,3.6586,12001
San Juan,2022,2,0.3389,0.2336,0.2644,1.4761,-0.3755,0.2546,4275,-5.8531,3.6241,-10.8717,3.4698,4494
San Juan,2022,3,0.357,0.2158,0.2187,1.2717,-0.336,0.1455,0,-5.9643,3.5327,-12.5738,3.3726,8395
San Juan,2022,4,0.1919,0.2061,0.231,1.9732,-0.3627,0.2034,3499,-6.2243,4.3147,-11.5312,3.6008,1786
San Juan,2022,5,0.4276,0.2651,0.3236,1.0579,-0.3722,0.178,6787,-6.0246,4.2039,-14.3342,3.7199,6987
San Juan,2022,6,0.4107,0.2357,0.4018,0.5932,-0.3255,0.1094,4732,-4.1625,3.143,-11.8551,3.4249,2967
San Juan,2022,7,0.5224,0.2228,0.4445,4.1918,-0.4076,0.1848,4494,-4.8876,3.54,-11.544,3.4869,5953
San Juan,2022,8,0.3052,0.2502,0.3174,5.8135,-0.5031,0.1819,5993,-6.7554,3.7886,-11.8989,3.5087,16820
San Juan,2022,9,0.5229,0.2519,0.362,0.0401,-0.3803,0.1998,6532,-5.8654,3.5382,-11.8211,3.7476,12065
San Juan,2022,10,0.3162,0.2253,0.2168,1.0471,-0.3417,0.1293,2531,-3.7402,3.9439,-11.8132,3.3558,3520
San Juan,2022,11,0.2134,0.1561,0.3261,0.7021,-0.1142,0.1839,0,-4.7703,3.786,-12.135,3.2568,4317
San Juan,2022,12,0.3901,0.2499,0.4547,1.1423,-0.3597,0.3279,6030,-5.5844,3.4352,-11.8498,3.2356,7437
San Juan,2023,1,0.3988,0.2306,0.3488,0.7246,-0.2728,0.1427,0,-4.9823,3.773,-11.8083,3.5931,11033
San Juan,2023,2,0.2595,0.2685,0.344,1.7735,-0.4453,0.1606,6907,-7.0101,3.7107,-12.1331,3.9006,5351
San Juan,2023,3,0.4245,0.2388,0.2394,0.0644,-0.5386,0.16,9384,-6.3221,3.4156,-13.3848,3.5345,5044
San Juan,2023,4,0.3446,0.2082,0.3352,0,-0.3639,0.1765,2884,-6.1931,3.7196,-10.5329,3.4981,5697
San Juan,2023,5,0.3779,0.2604,0.3078,1.8787,-0.3168,0.2034,2831,-4.4338,4.1019,-12.0005,2.9864,7212
San Juan,2023,6,0.298,0.2091,0.4492,0.5155,-0.3104,0.2241,594,-4.5095,3.7711,-11.9747,3.2962,10552
San Juan,2023,7,0.4773,0.3012,0.3685,4.8009,-0.3416,0.2404,4925,-4.796,3.9556,-10.0721,3.014,0
San Juan,2023,8,0.5653,0.1916,0.4531,0.1514,-0.3936,0.1219,4253,-6.1537,3.9053,-12.8904,3.4452,5930
San Juan,2023,9,0.4232,0.2768,0.4384,1.5739,-0.3472,0.2298,5317,-4.835,3.6163,-11.0232,3.4103,9287
San Juan,2023,10,0.2797,0.203,0.2068,0.4119,-0.4572,0.2396,0,-4.973,2.8525,-11.2899,3.2815,6757
San Juan,2023,11,0.3859,0.0882,0.2068,0.7452,-0.0889,0.0996,4725,-4.1096,3.2324,-11.9871,3.1913,5263
San Juan,2023,12,0.3636,0.2331,0.2474,1.3896,-0.4418,0.2233,6871,-6.1781,3.7177,-10.3841,3.1605,8724
San Juan,2024,1,0.4391,0.2959,0.4724,0.1417,-0.3008,0.1275,2147,-5.4369,3.707,-10.9347,3.5448,7521
San Juan,2024,2,0.4181,0.2292,0.3627,0.5572,-0.29,0.196,4750,-4.8224,3.4717,-11.517,3.9557,4487
San Juan,2024,3,0.4075,0.1966,0.2093,0.7576,-0.3368,0.1419,1384,-5.4399,3.8707,-12.8066,3.4427,7808
San Juan,2024,4,0.2942,0.2499,0.3575,0.9377,-0.3414,0.1535,5984,-5.1907,4.6081,-11.701,3.6998,13866
San Juan,2024,5,0.4402,0.2561,0.355,1.4752,-0.4614,0.1979,11717,-5.652,3.4157,-10.6983,3.3162,7474
San Juan,2024,6,0.4959,0.222,0.4268,0.4945,-0.414,0.262,2493,-5.1096,3.2369,-10.8804,3.6694,2897
San Juan,2024,7,0.424,0.2446,0.3476,0.8403,-0.4808,0.2368,1911,-4.6693,3.8264,-12.401,3.7434,2242
San Juan,2024,8,0.3099,0.2604,0.3015,0,-0.328,0.1915,7443,-6.1459,3.4905,-11.8925,3.8367,11208
San Juan,2024,9,0.457,0.2316,0.0415,5.269,-0.4011,0.2135,273,-7.0589,3.7665,-12.3707,2.9369,9262
San Juan,2024,10,0.4798,0.1844,0.3256,0.3982,-0.4218,0.2205,413,-5.2026,3.57,-9.9007,3.6071,13402
San Juan,2024,11,0.3063,0.1782,0.2393,0.6311,-0.3657,0.0915,3866,-4.9577,3.6835,-10.5334,3.7721,20288
San Juan,2024,12,0.3708,0.2666,0.2741,2.8126,-0.332,0.2324,3644,-5.8146,3.2873,-10.3873,3.5693,13527
San Juan,2025,1,0.4551,0.1989,0.1749,0,-0.2227,0.1531,4361,-6.0923,3.3836,-12.2979,2.9732,6066
San Juan,2025,2,0.4277,0.2654,0.2947,0,-0.3559,0.1908,6473,-6.1247,3.7133,-13.0487,3.6496,10353
San Juan,2025,3,0.2986,0.1901,0.2114,1.5882,-0.3995,0.2133,0,-6.2132,3.9561,-12.6341,3.3663,7171
San Juan,2025,4,0.3126,0.2491,0.2434,0,-0.3508,0.1955,6061,-5.6357,3.6939,-12.6039,3.8316,4876
San Juan,2025,5,0.366,0.2582,0.2772,0.6742,-0.3867,0.1731,3904,-6.5893,3.6864,-12.6568,3.6545,0
San Juan,2025,6,0.3419,0.2785,0.4821,0.3901,-0.5006,0.2305,2000,-4.7132,2.9434,-11.4731,2.9392,14420
San Juan,2025,7,0.5002,0.2424,0.353,0,-0.3867,0.2462,1914,-2.9244,3.4626,-11.933,3.2309,1778
San Juan,2025,8,0.484,0.177,0.4709,0.3535,-0.3373,0.175,0,-6.0445,3.0217,-12.0324,3.7516,4500
San Juan,2025,9,0.3618,0.2574,0.3477,4.5147,-0.3948,0.1573,7347,-6.6115,3.1479,-12.5042,3.0699,8020
San Juan,2025,10,0.349,0.231,0.4195,0.2136,-0.3707,0.1883,4253,-4.5959,3.6785,-12.215,3.4193,16397
San Juan,2025,11,0.1903,0.0566,0.2309,0.8229,-0.2661,0.1295,62,-4.368,3.7084,-11.4836,2.9475,7231
San Juan,2025,12,0.544,0.2477,0.2903,1.16,-0.3926,0.2238,6576,-4.8994,3.1021,-11.1156,3.6037,6133
Sampiruhan,2020,1,0.2944,0.0891,0.3298,0.6478,-0.3767,0.1988,8987,-4.9396,3.2069,-11.3439,3.569,9437
Sampiruhan,2020,2,0.3095,0.2548,0.3573,0.2852,-0.4328,0.2337,5815,-5.4172,4.1389,-12.3406,3.9688,7353
Sampiruhan,2020,3,0.2495,0.1597,0.1248,1.5468,-0.2811,0.1898,0,-6.1467,4.083,-11.7564,3.4638,4821
Sampiruhan,2020,4,0.3946,0.1885,0.2836,0.5762,-0.3473,0.1701,4677,-5.7615,3.7757,-11.9792,3.9651,14389
Sampiruhan,2020,5,0.43,0.2832,0.3728,0.4829,-0.2832,0.1722,5724,-4.2107,3.7992,-10.5838,3.3948,9492
Sampiruhan,2020,6,0.3803,0.2564,0.2453,0,-0.4395,0.2098,3258,-5.0875,3.4857,-13.5087,4.1854,4283
Sampiruhan,2020,7,0.4694,0.2945,0.2595,0,-0.4068,0.2081,7263,-3.6874,3.7778,-12.6277,3.253,8292
Sampiruhan,2020,8,0.4031,0.3078,0.3113,3.2352,-0.3558,0.1566,0,-6.4915,3.5223,-11.8654,3.2977,11523
Sampiruhan,2020,9,0.4843,0.244,0.2261,3.9571,-0.458,0.2346,10801,-4.9465,3.8489,-11.7754,3.5574,10694
Sampiruhan,2020,10,0.5229,0.2295,0.3806,0,-0.3302,0.255,4165,-4.1765,3.337,-10.0431,3.4507,8393
Sampiruhan,2020,11,0.5619,0.2241,0.3205,0,-0.395,0.2075,3540,-4.1007,3.3696,-10.1493,3.2943,8114
Sampiruhan,2020,12,0.4365,0.2503,0.3072,0,-0.4006,0.2309,8608,-5.7834,3.9203,-11.9969,3.2887,7111
Sampiruhan,2021,1,0.3581,0.2138,0.2395,0.1622,-0.3742,0.1826,4963,-5.0413,3.8827,-12.7372,3.9183,3409
Sampiruhan,2021,2,0.4022,0.2971,0.2215,0,-0.4181,0.1411,6612,-6.7265,4.0873,-11.3788,3.7459,0
Sampiruhan,2021,3,0.2507,0.1595,0.0398,0,-0.459,0.1575,2051,-6.9178,3.5638,-11.3779,3.501,0
Sampiruhan,2021,4,0.3791,0.2125,0.2278,0,-0.3374,0.1837,4635,-5.351,3.8809,-12.5234,3.9426,0
Sampiruhan,2021,5,0.3163,0.2623,0.2768,0.9804,-0.3604,0.231,5090,-5.795,3.1643,-10.8944,3.6856,13049
Sampiruhan,2021,6,0.2236,0.2385,0.3837,0,-0.3679,0.1203,1815,-6.5912,3.5851,-11.019,2.958,13866
Sampiruhan,2021,7,0.3688,0.2127,0.3427,5.8559,-0.4148,0.2481,0,-4.1533,3.374,-12.7056,3.9382,8999
Sampiruhan,2021,8,0.3711,0.1861,0.4235,0,-0.4815,0.2135,5948,-4.4714,3.4789,-12.4907,3.7842,2331
Sampiruhan,2021,9,0.5332,0.2224,0.3308,4.9184,-0.3767,0.223,4902,-5.4308,3.9338,-11.7646,3.4391,7612
Sampiruhan,2021,10,0.3828,0.2288,0.3117,0.2606,-0.3871,0.1648,6815,-5.4456,3.382,-11.9726,3.749,4758
Sampiruhan,2021,11,0.4263,0.2812,0.1398,0.9996,-0.4422,0.2026,2469,-5.8285,4.2171,-12.1099,3.2961,3281
Sampiruhan,2021,12,0.455,0.2764,0.2934,1.0523,-0.3944,0.1985,4179,-5.8366,3.6406,-11.4906,3.2746,13701
Sampiruhan,2022,1,0.4743,0.2426,0.2691,0.814,-0.177,0.1755,3740,-5.6839,3.1547,-12.1186,3.7088,2756
Sampiruhan,2022,2,0.3976,0.2989,0.4019,0.0922,-0.4446,0.1613,11247,-4.8432,3.3538,-11.3224,3.6699,4985
Sampiruhan,2022,3,0.3757,0.1775,0.3087,0,-0.3324,0.0854,820,-6.4847,3.2942,-12.8349,3.702,482
Sampiruhan,2022,4,0.3499,0.2161,0.1998,1.2162,-0.4215,0.1608,7279,-6.6552,3.6054,-13.0431,3.6486,11071
Sampiruhan,2022,5,0.3432,0.2456,0.3012,1.6055,-0.375,0.1982,231,-5.4791,3.2453,-11.6689,3.548,9747
Sampiruhan,2022,6,0.3289,0.2075,0.5058,1.0854,-0.4328,0.1279,3375,-4.6717,4.1023,-13.7206,3.5762,10744
Sampiruhan,2022,7,0.495,0.2623,0.3471,0,-0.418,0.2398,0,-5.745,3.5786,-11.8174,3.7026,7810
Sampiruhan,2022,8,0.5327,0.2235,0.4477,1.5307,-0.358,0.2263,5352,-6.3409,3.4963,-11.6656,3.8111,12267
Sampiruhan,2022,9,0.4662,0.2298,0.5704,0,-0.4545,0.2179,3445,-4.9698,3.1274,-12.4396,3.1788,5435
Sampiruhan,2022,10,0.4354,0.1589,0.2873,0,-0.5568,0.2277,5515,-5.9871,3.2577,-9.9798,3.3159,4829
Sampiruhan,2022,11,0.3391,0.2177,0.2702,0.7438,-0.2499,0.1537,3304,-5.2598,3.5173,-12.2949,3.3654,8181
Sampiruhan,2022,12,0.285,0.1774,0.2764,2.9988,-0.3643,0.2185,1999,-4.7727,3.3575,-12.0895,3.6056,10896
Sampiruhan,2023,1,0.4678,0.2296,0.2387,0.7263,-0.4335,0.1583,6549,-6.0727,3.7919,-12.5418,3.2836,8952
Sampiruhan,2023,2,0.3552,0.2748,0.2801,0,-0.3726,0.1779,8469,-5.6709,4.034,-10.9842,3.1865,16492
Sampiruhan,2023,3,0.2095,0.1986,0.1907,3.872,-0.4079,0.1887,3886,-6.2407,3.5636,-11.7675,3.7017,7874
Sampiruhan,2023,4,0.3348,0.2456,0.233,0.2968,-0.3422,0.2069,5791,-5.4906,3.8978,-11.7937,3.5306,8510
Sampiruhan,2023,5,0.3749,0.2301,0.2922,0,-0.4931,0.1789,10886,-6.8059,3.6128,-12.3747,3.5805,6983
Sampiruhan,2023,6,0.3737,0.2784,0.1969,0.1034,-0.4161,0.2141,3386,-4.1674,3.5559,-10.974,3.1876,4626
Sampiruhan,2023,7,0.3107,0.1792,0.4223,3.2802,-0.287,0.2331,3049,-3.9667,3.4536,-13.1471,3.188,10137
Sampiruhan,2023,8,0.3305,0.264,0.4169,0,-0.444,0.213,4063,-7.6346,3.2832,-11.3697,3.5903,8899
Sampiruhan,2023,9,0.5524,0.3013,0.4484,0,-0.3591,0.2041,2886,-5.6877,3.3382,-11.3178,3.6021,13367
Sampiruhan,2023,10,0.288,0.2742,0.391,0.7399,-0.2841,0.1706,2486,-5.3949,3.3476,-11.352,3.865,7566
Sampiruhan,2023,11,0.4246,0.1694,0.1719,0.7853,-0.1667,0.189,0,-4.1093,3.9798,-11.7084,3.3676,8352
Sampiruhan,2023,12,0.4426,0.2273,0.2748,2.2028,-0.4724,0.18,8073,-4.9921,3.3609,-11.2158,3.382,11329
Sampiruhan,2024,1,0.3583,0.21,0.1314,0.2404,-0.4411,0.1692,7265,-6.8522,3.2585,-12.5643,3.6593,8817
Sampiruhan,2024,2,0.3885,0.2499,0.325,0.0256,-0.3398,0.1962,3872,-7.1158,3.5572,-11.5599,3.1845,8374
Sampiruhan,2024,3,0.4272,0.1757,0.2071,5.6637,-0.3011,0.1371,5897,-4.5398,3.9651,-12.7129,3.7747,2126
